,Subnum,Condition,Task,Block,BestOption,HighFreqOption,Unnamed: 0,naturalness,disorderliness,aesthetic,Hue,Bright,Saturaton,SDhue,SDsat,Sdbright,Entropy,Perc_Nat,pc1f,pc2f,pc3f,pc4f,SED,total_ED,NSED
0,1,Nature,IGT,1.0,,,,,,,,,,,,,,,,,,,,,
1,1,Nature,IGT,2.0,,,,,,,,,,,,,,,,,,,,,
2,1,Nature,IGT,3.0,,,,,,,,,,,,,,,,,,,,,
3,1,Nature,IGT,4.0,,,,,,,,,,,,,,,,,,,,,
4,1,Nature,IGT,5.0,,,,,,,,,,,,,,,,,,,,,
5,1,Nature,IGT,6.0,,,,,,,,,,,,,,,,,,,,,
6,1,Nature,IGT,7.0,,,,,,,,,,,,,,,,,,,,,
7,1,Nature,IGT,8.0,,,,,,,,,,,,,,,,,,,,,
8,1,Nature,IGT,9.0,,,,,,,,,,,,,,,,,,,,,
9,1,Nature,IGT,10.0,,,,,,,,,,,,,,,,,,,,,
10,1,Nature,IGT,11.0,,,,,,,,,,,,,,,,,,,,,
11,1,Nature,IGT,12.0,,,,,,,,,,,,,,,,,,,,,
12,1,Nature,IGT,13.0,,,,,,,,,,,,,,,,,,,,,
13,1,Nature,IGT,14.0,,,,,,,,,,,,,,,,,,,,,
14,1,Nature,IGT,15.0,,,,,,,,,,,,,,,,,,,,,
15,1,Nature,IGT,16.0,,,,,,,,,,,,,,,,,,,,,
16,1,Nature,IGT,17.0,,,,,,,,,,,,,,,,,,,,,
17,1,Nature,IGT,18.0,,,,,,,,,,,,,,,,,,,,,
18,1,Nature,IGT,19.0,,,,,,,,,,,,,,,,,,,,,
19,1,Nature,IGT,20.0,,,,,,,,,,,,,,,,,,,,,
40,1,Urban,IGT,1.0,,,0.0,2.4,4.06,3.16,0.2234415295,0.18251020182,0.14495535764,0.22246084534,0.15195987416,0.26751317462,7.356696362279999,1.58539477968,-0.05932716222,-0.01467088678,0.0119183413,0.0200760953999999,0.0704290249,0.10029182604,0.09556028404
41,1,Urban,IGT,2.0,,,0.0,2.4,4.06,3.16,0.2234415295,0.18251020182,0.14495535764,0.22246084534,0.15195987416,0.26751317462,7.356696362279999,1.58539477968,-0.05932716222,-0.01467088678,0.0119183413,0.0200760953999999,0.0704290249,0.10029182604,0.09556028404
42,1,Urban,IGT,3.0,,,0.0,2.4,4.06,3.16,0.2234415295,0.18251020182,0.14495535764,0.22246084534,0.15195987416,0.26751317462,7.356696362279999,1.58539477968,-0.05932716222,-0.01467088678,0.0119183413,0.0200760953999999,0.0704290249,0.10029182604,0.09556028404
43,1,Urban,IGT,4.0,,,0.0,2.4,4.06,3.16,0.2234415295,0.18251020182,0.14495535764,0.22246084534,0.15195987416,0.26751317462,7.356696362279999,1.58539477968,-0.05932716222,-0.01467088678,0.0119183413,0.0200760953999999,0.0704290249,0.10029182604,0.09556028404
44,1,Urban,IGT,5.0,,,0.0,2.4,4.06,3.16,0.2234415295,0.18251020182,0.14495535764,0.22246084534,0.15195987416,0.26751317462,7.356696362279999,1.58539477968,-0.05932716222,-0.01467088678,0.0119183413,0.0200760953999999,0.0704290249,0.10029182604,0.09556028404
45,1,Urban,IGT,6.0,,,0.0,2.4,4.06,3.16,0.2234415295,0.18251020182,0.14495535764,0.22246084534,0.15195987416,0.26751317462,7.356696362279999,1.58539477968,-0.05932716222,-0.01467088678,0.0119183413,0.0200760953999999,0.0704290249,0.10029182604,0.09556028404
46,1,Urban,IGT,7.0,,,0.0,2.4,4.06,3.16,0.2234415295,0.18251020182,0.14495535764,0.22246084534,0.15195987416,0.26751317462,7.356696362279999,1.58539477968,-0.05932716222,-0.01467088678,0.0119183413,0.0200760953999999,0.0704290249,0.10029182604,0.09556028404
47,1,Urban,IGT,8.0,,,0.0,2.4,4.06,3.16,0.2234415295,0.18251020182,0.14495535764,0.22246084534,0.15195987416,0.26751317462,7.356696362279999,1.58539477968,-0.05932716222,-0.01467088678,0.0119183413,0.0200760953999999,0.0704290249,0.10029182604,0.09556028404
48,1,Urban,IGT,9.0,,,0.0,2.4,4.06,3.16,0.2234415295,0.18251020182,0.14495535764,0.22246084534,0.15195987416,0.26751317462,7.356696362279999,1.58539477968,-0.05932716222,-0.01467088678,0.0119183413,0.0200760953999999,0.0704290249,0.10029182604,0.09556028404
49,1,Urban,IGT,10.0,,,0.0,2.4,4.06,3.16,0.2234415295,0.18251020182,0.14495535764,0.22246084534,0.15195987416,0.26751317462,7.356696362279999,1.58539477968,-0.05932716222,-0.01467088678,0.0119183413,0.0200760953999999,0.0704290249,0.10029182604,0.09556028404
50,1,Urban,IGT,11.0,0.5,0.4,0.0,2.4,4.06,3.16,0.2234415295,0.18251020182,0.14495535764,0.22246084534,0.15195987416,0.26751317462,7.356696362279999,1.58539477968,-0.05932716222,-0.01467088678,0.0119183413,0.0200760953999999,0.0704290249,0.10029182604,0.09556028404
51,1,Urban,IGT,12.0,0.6,0.5,0.0,2.4,4.06,3.16,0.2234415295,0.18251020182,0.14495535764,0.22246084534,0.15195987416,0.26751317462,7.356696362279999,1.58539477968,-0.05932716222,-0.01467088678,0.0119183413,0.0200760953999999,0.0704290249,0.10029182604,0.09556028404
52,1,Urban,IGT,13.0,0.6,0.7,0.0,2.4,4.06,3.16,0.2234415295,0.18251020182,0.14495535764,0.22246084534,0.15195987416,0.26751317462,7.356696362279999,1.58539477968,-0.05932716222,-0.01467088678,0.0119183413,0.0200760953999999,0.0704290249,0.10029182604,0.09556028404
53,1,Urban,IGT,14.0,0.4,0.5,0.0,2.4,4.06,3.16,0.2234415295,0.18251020182,0.14495535764,0.22246084534,0.15195987416,0.26751317462,7.356696362279999,1.58539477968,-0.05932716222,-0.01467088678,0.0119183413,0.0200760953999999,0.0704290249,0.10029182604,0.09556028404
54,1,Urban,IGT,15.0,0.5,0.5,0.0,2.4,4.06,3.16,0.2234415295,0.18251020182,0.14495535764,0.22246084534,0.15195987416,0.26751317462,7.356696362279999,1.58539477968,-0.05932716222,-0.01467088678,0.0119183413,0.0200760953999999,0.0704290249,0.10029182604,0.09556028404
55,1,Urban,IGT,16.0,0.4,0.5,0.0,2.4,4.06,3.16,0.2234415295,0.18251020182,0.14495535764,0.22246084534,0.15195987416,0.26751317462,7.356696362279999,1.58539477968,-0.05932716222,-0.01467088678,0.0119183413,0.0200760953999999,0.0704290249,0.10029182604,0.09556028404
56,1,Urban,IGT,17.0,0.5,0.6,0.0,2.4,4.06,3.16,0.2234415295,0.18251020182,0.14495535764,0.22246084534,0.15195987416,0.26751317462,7.356696362279999,1.58539477968,-0.05932716222,-0.01467088678,0.0119183413,0.0200760953999999,0.0704290249,0.10029182604,0.09556028404
57,1,Urban,IGT,18.0,0.4,0.5,0.0,2.4,4.06,3.16,0.2234415295,0.18251020182,0.14495535764,0.22246084534,0.15195987416,0.26751317462,7.356696362279999,1.58539477968,-0.05932716222,-0.01467088678,0.0119183413,0.0200760953999999,0.0704290249,0.10029182604,0.09556028404
58,1,Urban,IGT,19.0,0.7,0.4,0.0,2.4,4.06,3.16,0.2234415295,0.18251020182,0.14495535764,0.22246084534,0.15195987416,0.26751317462,7.356696362279999,1.58539477968,-0.05932716222,-0.01467088678,0.0119183413,0.0200760953999999,0.0704290249,0.10029182604,0.09556028404
59,1,Urban,IGT,20.0,0.3,0.5,0.0,2.4,4.06,3.16,0.2234415295,0.18251020182,0.14495535764,0.22246084534,0.15195987416,0.26751317462,7.356696362279999,1.58539477968,-0.05932716222,-0.01467088678,0.0119183413,0.0200760953999999,0.0704290249,0.10029182604,0.09556028404
80,1,Control,IGT,1.0,,,,,,,,,,,,,,,,,,,,,
81,1,Control,IGT,2.0,,,,,,,,,,,,,,,,,,,,,
82,1,Control,IGT,3.0,,,,,,,,,,,,,,,,,,,,,
83,1,Control,IGT,4.0,,,,,,,,,,,,,,,,,,,,,
84,1,Control,IGT,5.0,,,,,,,,,,,,,,,,,,,,,
85,1,Control,IGT,6.0,,,,,,,,,,,,,,,,,,,,,
86,1,Control,IGT,7.0,,,,,,,,,,,,,,,,,,,,,
87,1,Control,IGT,8.0,,,,,,,,,,,,,,,,,,,,,
88,1,Control,IGT,9.0,,,,,,,,,,,,,,,,,,,,,
89,1,Control,IGT,10.0,,,,,,,,,,,,,,,,,,,,,
90,1,Control,IGT,11.0,,,,,,,,,,,,,,,,,,,,,
91,1,Control,IGT,12.0,,,,,,,,,,,,,,,,,,,,,
92,1,Control,IGT,13.0,,,,,,,,,,,,,,,,,,,,,
93,1,Control,IGT,14.0,,,,,,,,,,,,,,,,,,,,,
94,1,Control,IGT,15.0,,,,,,,,,,,,,,,,,,,,,
95,1,Control,IGT,16.0,,,,,,,,,,,,,,,,,,,,,
96,1,Control,IGT,17.0,,,,,,,,,,,,,,,,,,,,,
97,1,Control,IGT,18.0,,,,,,,,,,,,,,,,,,,,,
98,1,Control,IGT,19.0,,,,,,,,,,,,,,,,,,,,,
99,1,Control,IGT,20.0,,,,,,,,,,,,,,,,,,,,,
120,2,Nature,IGT,1.0,,,1.0,6.0,5.66,5.94,0.16535387304,-0.10615902944,0.23000123788,0.1572969932,0.21067309828,0.26828397344,7.50392272314,6.24056061464,-0.05855660114,0.00651261658,-0.00436132656,-0.02322568006,0.01911048832,0.1364059315,0.18786545698
121,2,Nature,IGT,2.0,,,1.0,6.0,5.66,5.94,0.16535387304,-0.10615902944,0.23000123788,0.1572969932,0.21067309828,0.26828397344,7.50392272314,6.24056061464,-0.05855660114,0.00651261658,-0.00436132656,-0.02322568006,0.01911048832,0.1364059315,0.18786545698
122,2,Nature,IGT,3.0,,,1.0,6.0,5.66,5.94,0.16535387304,-0.10615902944,0.23000123788,0.1572969932,0.21067309828,0.26828397344,7.50392272314,6.24056061464,-0.05855660114,0.00651261658,-0.00436132656,-0.02322568006,0.01911048832,0.1364059315,0.18786545698
123,2,Nature,IGT,4.0,,,1.0,6.0,5.66,5.94,0.16535387304,-0.10615902944,0.23000123788,0.1572969932,0.21067309828,0.26828397344,7.50392272314,6.24056061464,-0.05855660114,0.00651261658,-0.00436132656,-0.02322568006,0.01911048832,0.1364059315,0.18786545698
124,2,Nature,IGT,5.0,,,1.0,6.0,5.66,5.94,0.16535387304,-0.10615902944,0.23000123788,0.1572969932,0.21067309828,0.26828397344,7.50392272314,6.24056061464,-0.05855660114,0.00651261658,-0.00436132656,-0.02322568006,0.01911048832,0.1364059315,0.18786545698
125,2,Nature,IGT,6.0,,,1.0,6.0,5.66,5.94,0.16535387304,-0.10615902944,0.23000123788,0.1572969932,0.21067309828,0.26828397344,7.50392272314,6.24056061464,-0.05855660114,0.00651261658,-0.00436132656,-0.02322568006,0.01911048832,0.1364059315,0.18786545698
126,2,Nature,IGT,7.0,,,1.0,6.0,5.66,5.94,0.16535387304,-0.10615902944,0.23000123788,0.1572969932,0.21067309828,0.26828397344,7.50392272314,6.24056061464,-0.05855660114,0.00651261658,-0.00436132656,-0.02322568006,0.01911048832,0.1364059315,0.18786545698
127,2,Nature,IGT,8.0,,,1.0,6.0,5.66,5.94,0.16535387304,-0.10615902944,0.23000123788,0.1572969932,0.21067309828,0.26828397344,7.50392272314,6.24056061464,-0.05855660114,0.00651261658,-0.00436132656,-0.02322568006,0.01911048832,0.1364059315,0.18786545698
128,2,Nature,IGT,9.0,,,1.0,6.0,5.66,5.94,0.16535387304,-0.10615902944,0.23000123788,0.1572969932,0.21067309828,0.26828397344,7.50392272314,6.24056061464,-0.05855660114,0.00651261658,-0.00436132656,-0.02322568006,0.01911048832,0.1364059315,0.18786545698
129,2,Nature,IGT,10.0,,,1.0,6.0,5.66,5.94,0.16535387304,-0.10615902944,0.23000123788,0.1572969932,0.21067309828,0.26828397344,7.50392272314,6.24056061464,-0.05855660114,0.00651261658,-0.00436132656,-0.02322568006,0.01911048832,0.1364059315,0.18786545698
130,2,Nature,IGT,11.0,1.0,1.0,1.0,6.0,5.66,5.94,0.16535387304,-0.10615902944,0.23000123788,0.1572969932,0.21067309828,0.26828397344,7.50392272314,6.24056061464,-0.05855660114,0.00651261658,-0.00436132656,-0.02322568006,0.01911048832,0.1364059315,0.18786545698
131,2,Nature,IGT,12.0,0.3,0.7,1.0,6.0,5.66,5.94,0.16535387304,-0.10615902944,0.23000123788,0.1572969932,0.21067309828,0.26828397344,7.50392272314,6.24056061464,-0.05855660114,0.00651261658,-0.00436132656,-0.02322568006,0.01911048832,0.1364059315,0.18786545698
132,2,Nature,IGT,13.0,0.5,0.7,1.0,6.0,5.66,5.94,0.16535387304,-0.10615902944,0.23000123788,0.1572969932,0.21067309828,0.26828397344,7.50392272314,6.24056061464,-0.05855660114,0.00651261658,-0.00436132656,-0.02322568006,0.01911048832,0.1364059315,0.18786545698
133,2,Nature,IGT,14.0,0.7,0.7,1.0,6.0,5.66,5.94,0.16535387304,-0.10615902944,0.23000123788,0.1572969932,0.21067309828,0.26828397344,7.50392272314,6.24056061464,-0.05855660114,0.00651261658,-0.00436132656,-0.02322568006,0.01911048832,0.1364059315,0.18786545698
134,2,Nature,IGT,15.0,0.9,0.9,1.0,6.0,5.66,5.94,0.16535387304,-0.10615902944,0.23000123788,0.1572969932,0.21067309828,0.26828397344,7.50392272314,6.24056061464,-0.05855660114,0.00651261658,-0.00436132656,-0.02322568006,0.01911048832,0.1364059315,0.18786545698
135,2,Nature,IGT,16.0,0.7,0.7,1.0,6.0,5.66,5.94,0.16535387304,-0.10615902944,0.23000123788,0.1572969932,0.21067309828,0.26828397344,7.50392272314,6.24056061464,-0.05855660114,0.00651261658,-0.00436132656,-0.02322568006,0.01911048832,0.1364059315,0.18786545698
136,2,Nature,IGT,17.0,0.3,0.7,1.0,6.0,5.66,5.94,0.16535387304,-0.10615902944,0.23000123788,0.1572969932,0.21067309828,0.26828397344,7.50392272314,6.24056061464,-0.05855660114,0.00651261658,-0.00436132656,-0.02322568006,0.01911048832,0.1364059315,0.18786545698
137,2,Nature,IGT,18.0,0.6,0.7,1.0,6.0,5.66,5.94,0.16535387304,-0.10615902944,0.23000123788,0.1572969932,0.21067309828,0.26828397344,7.50392272314,6.24056061464,-0.05855660114,0.00651261658,-0.00436132656,-0.02322568006,0.01911048832,0.1364059315,0.18786545698
138,2,Nature,IGT,19.0,1.0,1.0,1.0,6.0,5.66,5.94,0.16535387304,-0.10615902944,0.23000123788,0.1572969932,0.21067309828,0.26828397344,7.50392272314,6.24056061464,-0.05855660114,0.00651261658,-0.00436132656,-0.02322568006,0.01911048832,0.1364059315,0.18786545698
139,2,Nature,IGT,20.0,0.3,0.9,1.0,6.0,5.66,5.94,0.16535387304,-0.10615902944,0.23000123788,0.1572969932,0.21067309828,0.26828397344,7.50392272314,6.24056061464,-0.05855660114,0.00651261658,-0.00436132656,-0.02322568006,0.01911048832,0.1364059315,0.18786545698
160,2,Urban,IGT,1.0,,,,,,,,,,,,,,,,,,,,,
161,2,Urban,IGT,2.0,,,,,,,,,,,,,,,,,,,,,
162,2,Urban,IGT,3.0,,,,,,,,,,,,,,,,,,,,,
163,2,Urban,IGT,4.0,,,,,,,,,,,,,,,,,,,,,
164,2,Urban,IGT,5.0,,,,,,,,,,,,,,,,,,,,,
165,2,Urban,IGT,6.0,,,,,,,,,,,,,,,,,,,,,
166,2,Urban,IGT,7.0,,,,,,,,,,,,,,,,,,,,,
167,2,Urban,IGT,8.0,,,,,,,,,,,,,,,,,,,,,
168,2,Urban,IGT,9.0,,,,,,,,,,,,,,,,,,,,,
169,2,Urban,IGT,10.0,,,,,,,,,,,,,,,,,,,,,
170,2,Urban,IGT,11.0,,,,,,,,,,,,,,,,,,,,,
171,2,Urban,IGT,12.0,,,,,,,,,,,,,,,,,,,,,
172,2,Urban,IGT,13.0,,,,,,,,,,,,,,,,,,,,,
173,2,Urban,IGT,14.0,,,,,,,,,,,,,,,,,,,,,
174,2,Urban,IGT,15.0,,,,,,,,,,,,,,,,,,,,,
175,2,Urban,IGT,16.0,,,,,,,,,,,,,,,,,,,,,
176,2,Urban,IGT,17.0,,,,,,,,,,,,,,,,,,,,,
177,2,Urban,IGT,18.0,,,,,,,,,,,,,,,,,,,,,
178,2,Urban,IGT,19.0,,,,,,,,,,,,,,,,,,,,,
179,2,Urban,IGT,20.0,,,,,,,,,,,,,,,,,,,,,
200,2,Control,IGT,1.0,,,,,,,,,,,,,,,,,,,,,
201,2,Control,IGT,2.0,,,,,,,,,,,,,,,,,,,,,
202,2,Control,IGT,3.0,,,,,,,,,,,,,,,,,,,,,
203,2,Control,IGT,4.0,,,,,,,,,,,,,,,,,,,,,
204,2,Control,IGT,5.0,,,,,,,,,,,,,,,,,,,,,
205,2,Control,IGT,6.0,,,,,,,,,,,,,,,,,,,,,
206,2,Control,IGT,7.0,,,,,,,,,,,,,,,,,,,,,
207,2,Control,IGT,8.0,,,,,,,,,,,,,,,,,,,,,
208,2,Control,IGT,9.0,,,,,,,,,,,,,,,,,,,,,
209,2,Control,IGT,10.0,,,,,,,,,,,,,,,,,,,,,
210,2,Control,IGT,11.0,,,,,,,,,,,,,,,,,,,,,
211,2,Control,IGT,12.0,,,,,,,,,,,,,,,,,,,,,
212,2,Control,IGT,13.0,,,,,,,,,,,,,,,,,,,,,
213,2,Control,IGT,14.0,,,,,,,,,,,,,,,,,,,,,
214,2,Control,IGT,15.0,,,,,,,,,,,,,,,,,,,,,
215,2,Control,IGT,16.0,,,,,,,,,,,,,,,,,,,,,
216,2,Control,IGT,17.0,,,,,,,,,,,,,,,,,,,,,
217,2,Control,IGT,18.0,,,,,,,,,,,,,,,,,,,,,
218,2,Control,IGT,19.0,,,,,,,,,,,,,,,,,,,,,
219,2,Control,IGT,20.0,,,,,,,,,,,,,,,,,,,,,
240,3,Nature,IGT,1.0,,,2.0,5.04,4.28,4.46,0.14719888218,-0.14552898358,0.2070063453599999,0.15631180608,0.2118577198199999,0.2644659306399999,7.49328485434,6.297681965340001,-0.06012278696,0.01034477262,-0.00293311512,-0.02226296198,0.01909087162,0.1408671417599999,0.1901289287999999
241,3,Nature,IGT,2.0,,,2.0,5.04,4.28,4.46,0.14719888218,-0.14552898358,0.2070063453599999,0.15631180608,0.2118577198199999,0.2644659306399999,7.49328485434,6.297681965340001,-0.06012278696,0.01034477262,-0.00293311512,-0.02226296198,0.01909087162,0.1408671417599999,0.1901289287999999
242,3,Nature,IGT,3.0,,,2.0,5.04,4.28,4.46,0.14719888218,-0.14552898358,0.2070063453599999,0.15631180608,0.2118577198199999,0.2644659306399999,7.49328485434,6.297681965340001,-0.06012278696,0.01034477262,-0.00293311512,-0.02226296198,0.01909087162,0.1408671417599999,0.1901289287999999
243,3,Nature,IGT,4.0,,,2.0,5.04,4.28,4.46,0.14719888218,-0.14552898358,0.2070063453599999,0.15631180608,0.2118577198199999,0.2644659306399999,7.49328485434,6.297681965340001,-0.06012278696,0.01034477262,-0.00293311512,-0.02226296198,0.01909087162,0.1408671417599999,0.1901289287999999
244,3,Nature,IGT,5.0,,,2.0,5.04,4.28,4.46,0.14719888218,-0.14552898358,0.2070063453599999,0.15631180608,0.2118577198199999,0.2644659306399999,7.49328485434,6.297681965340001,-0.06012278696,0.01034477262,-0.00293311512,-0.02226296198,0.01909087162,0.1408671417599999,0.1901289287999999
245,3,Nature,IGT,6.0,,,2.0,5.04,4.28,4.46,0.14719888218,-0.14552898358,0.2070063453599999,0.15631180608,0.2118577198199999,0.2644659306399999,7.49328485434,6.297681965340001,-0.06012278696,0.01034477262,-0.00293311512,-0.02226296198,0.01909087162,0.1408671417599999,0.1901289287999999
246,3,Nature,IGT,7.0,,,2.0,5.04,4.28,4.46,0.14719888218,-0.14552898358,0.2070063453599999,0.15631180608,0.2118577198199999,0.2644659306399999,7.49328485434,6.297681965340001,-0.06012278696,0.01034477262,-0.00293311512,-0.02226296198,0.01909087162,0.1408671417599999,0.1901289287999999
247,3,Nature,IGT,8.0,,,2.0,5.04,4.28,4.46,0.14719888218,-0.14552898358,0.2070063453599999,0.15631180608,0.2118577198199999,0.2644659306399999,7.49328485434,6.297681965340001,-0.06012278696,0.01034477262,-0.00293311512,-0.02226296198,0.01909087162,0.1408671417599999,0.1901289287999999
248,3,Nature,IGT,9.0,,,2.0,5.04,4.28,4.46,0.14719888218,-0.14552898358,0.2070063453599999,0.15631180608,0.2118577198199999,0.2644659306399999,7.49328485434,6.297681965340001,-0.06012278696,0.01034477262,-0.00293311512,-0.02226296198,0.01909087162,0.1408671417599999,0.1901289287999999
249,3,Nature,IGT,10.0,,,2.0,5.04,4.28,4.46,0.14719888218,-0.14552898358,0.2070063453599999,0.15631180608,0.2118577198199999,0.2644659306399999,7.49328485434,6.297681965340001,-0.06012278696,0.01034477262,-0.00293311512,-0.02226296198,0.01909087162,0.1408671417599999,0.1901289287999999
250,3,Nature,IGT,11.0,0.3,0.3,2.0,5.04,4.28,4.46,0.14719888218,-0.14552898358,0.2070063453599999,0.15631180608,0.2118577198199999,0.2644659306399999,7.49328485434,6.297681965340001,-0.06012278696,0.01034477262,-0.00293311512,-0.02226296198,0.01909087162,0.1408671417599999,0.1901289287999999
251,3,Nature,IGT,12.0,0.6,0.6,2.0,5.04,4.28,4.46,0.14719888218,-0.14552898358,0.2070063453599999,0.15631180608,0.2118577198199999,0.2644659306399999,7.49328485434,6.297681965340001,-0.06012278696,0.01034477262,-0.00293311512,-0.02226296198,0.01909087162,0.1408671417599999,0.1901289287999999
252,3,Nature,IGT,13.0,0.7,0.2,2.0,5.04,4.28,4.46,0.14719888218,-0.14552898358,0.2070063453599999,0.15631180608,0.2118577198199999,0.2644659306399999,7.49328485434,6.297681965340001,-0.06012278696,0.01034477262,-0.00293311512,-0.02226296198,0.01909087162,0.1408671417599999,0.1901289287999999
253,3,Nature,IGT,14.0,0.8,0.4,2.0,5.04,4.28,4.46,0.14719888218,-0.14552898358,0.2070063453599999,0.15631180608,0.2118577198199999,0.2644659306399999,7.49328485434,6.297681965340001,-0.06012278696,0.01034477262,-0.00293311512,-0.02226296198,0.01909087162,0.1408671417599999,0.1901289287999999
254,3,Nature,IGT,15.0,0.3,0.5,2.0,5.04,4.28,4.46,0.14719888218,-0.14552898358,0.2070063453599999,0.15631180608,0.2118577198199999,0.2644659306399999,7.49328485434,6.297681965340001,-0.06012278696,0.01034477262,-0.00293311512,-0.02226296198,0.01909087162,0.1408671417599999,0.1901289287999999
255,3,Nature,IGT,16.0,0.7,0.4,2.0,5.04,4.28,4.46,0.14719888218,-0.14552898358,0.2070063453599999,0.15631180608,0.2118577198199999,0.2644659306399999,7.49328485434,6.297681965340001,-0.06012278696,0.01034477262,-0.00293311512,-0.02226296198,0.01909087162,0.1408671417599999,0.1901289287999999
256,3,Nature,IGT,17.0,0.3,0.7,2.0,5.04,4.28,4.46,0.14719888218,-0.14552898358,0.2070063453599999,0.15631180608,0.2118577198199999,0.2644659306399999,7.49328485434,6.297681965340001,-0.06012278696,0.01034477262,-0.00293311512,-0.02226296198,0.01909087162,0.1408671417599999,0.1901289287999999
257,3,Nature,IGT,18.0,0.7,0.4,2.0,5.04,4.28,4.46,0.14719888218,-0.14552898358,0.2070063453599999,0.15631180608,0.2118577198199999,0.2644659306399999,7.49328485434,6.297681965340001,-0.06012278696,0.01034477262,-0.00293311512,-0.02226296198,0.01909087162,0.1408671417599999,0.1901289287999999
258,3,Nature,IGT,19.0,0.8,0.4,2.0,5.04,4.28,4.46,0.14719888218,-0.14552898358,0.2070063453599999,0.15631180608,0.2118577198199999,0.2644659306399999,7.49328485434,6.297681965340001,-0.06012278696,0.01034477262,-0.00293311512,-0.02226296198,0.01909087162,0.1408671417599999,0.1901289287999999
259,3,Nature,IGT,20.0,0.7,0.4,2.0,5.04,4.28,4.46,0.14719888218,-0.14552898358,0.2070063453599999,0.15631180608,0.2118577198199999,0.2644659306399999,7.49328485434,6.297681965340001,-0.06012278696,0.01034477262,-0.00293311512,-0.02226296198,0.01909087162,0.1408671417599999,0.1901289287999999
280,3,Urban,IGT,1.0,,,,,,,,,,,,,,,,,,,,,
281,3,Urban,IGT,2.0,,,,,,,,,,,,,,,,,,,,,
282,3,Urban,IGT,3.0,,,,,,,,,,,,,,,,,,,,,
283,3,Urban,IGT,4.0,,,,,,,,,,,,,,,,,,,,,
284,3,Urban,IGT,5.0,,,,,,,,,,,,,,,,,,,,,
285,3,Urban,IGT,6.0,,,,,,,,,,,,,,,,,,,,,
286,3,Urban,IGT,7.0,,,,,,,,,,,,,,,,,,,,,
287,3,Urban,IGT,8.0,,,,,,,,,,,,,,,,,,,,,
288,3,Urban,IGT,9.0,,,,,,,,,,,,,,,,,,,,,
289,3,Urban,IGT,10.0,,,,,,,,,,,,,,,,,,,,,
290,3,Urban,IGT,11.0,,,,,,,,,,,,,,,,,,,,,
291,3,Urban,IGT,12.0,,,,,,,,,,,,,,,,,,,,,
292,3,Urban,IGT,13.0,,,,,,,,,,,,,,,,,,,,,
293,3,Urban,IGT,14.0,,,,,,,,,,,,,,,,,,,,,
294,3,Urban,IGT,15.0,,,,,,,,,,,,,,,,,,,,,
295,3,Urban,IGT,16.0,,,,,,,,,,,,,,,,,,,,,
296,3,Urban,IGT,17.0,,,,,,,,,,,,,,,,,,,,,
297,3,Urban,IGT,18.0,,,,,,,,,,,,,,,,,,,,,
298,3,Urban,IGT,19.0,,,,,,,,,,,,,,,,,,,,,
299,3,Urban,IGT,20.0,,,,,,,,,,,,,,,,,,,,,
320,3,Control,IGT,1.0,,,,,,,,,,,,,,,,,,,,,
321,3,Control,IGT,2.0,,,,,,,,,,,,,,,,,,,,,
322,3,Control,IGT,3.0,,,,,,,,,,,,,,,,,,,,,
323,3,Control,IGT,4.0,,,,,,,,,,,,,,,,,,,,,
324,3,Control,IGT,5.0,,,,,,,,,,,,,,,,,,,,,
325,3,Control,IGT,6.0,,,,,,,,,,,,,,,,,,,,,
326,3,Control,IGT,7.0,,,,,,,,,,,,,,,,,,,,,
327,3,Control,IGT,8.0,,,,,,,,,,,,,,,,,,,,,
328,3,Control,IGT,9.0,,,,,,,,,,,,,,,,,,,,,
329,3,Control,IGT,10.0,,,,,,,,,,,,,,,,,,,,,
330,3,Control,IGT,11.0,,,,,,,,,,,,,,,,,,,,,
331,3,Control,IGT,12.0,,,,,,,,,,,,,,,,,,,,,
332,3,Control,IGT,13.0,,,,,,,,,,,,,,,,,,,,,
333,3,Control,IGT,14.0,,,,,,,,,,,,,,,,,,,,,
334,3,Control,IGT,15.0,,,,,,,,,,,,,,,,,,,,,
335,3,Control,IGT,16.0,,,,,,,,,,,,,,,,,,,,,
336,3,Control,IGT,17.0,,,,,,,,,,,,,,,,,,,,,
337,3,Control,IGT,18.0,,,,,,,,,,,,,,,,,,,,,
338,3,Control,IGT,19.0,,,,,,,,,,,,,,,,,,,,,
339,3,Control,IGT,20.0,,,,,,,,,,,,,,,,,,,,,
360,4,Nature,IGT,1.0,,,3.0,5.24,4.96,5.0,0.16013382644,-0.18929344312,0.23391471738,0.15382811856,0.21508808818,0.25919451894,7.48698360038,6.20139725646,-0.05926851512,0.00994080302,-0.00770477546,-0.0216452483999999,0.01798722724,0.13942606022,0.1923682356799999
361,4,Nature,IGT,2.0,,,3.0,5.24,4.96,5.0,0.16013382644,-0.18929344312,0.23391471738,0.15382811856,0.21508808818,0.25919451894,7.48698360038,6.20139725646,-0.05926851512,0.00994080302,-0.00770477546,-0.0216452483999999,0.01798722724,0.13942606022,0.1923682356799999
362,4,Nature,IGT,3.0,,,3.0,5.24,4.96,5.0,0.16013382644,-0.18929344312,0.23391471738,0.15382811856,0.21508808818,0.25919451894,7.48698360038,6.20139725646,-0.05926851512,0.00994080302,-0.00770477546,-0.0216452483999999,0.01798722724,0.13942606022,0.1923682356799999
