Subnum,Task,Condition,Gender,Ethnicity,Race,Age,React,Reward,keyResponse,Trial,Bank,BonusAmount,Order,Block,BestOption,HighFreqOption,HighMagOption,TaskCode,naturalness,disorderliness,aesthetic,Hue,SDHue,Bright,SDBright,Saturaton,SDSat,Entropy,EdgeCount,CornerMean,CornerSD,CornerCount,ContourMeanLength,ContourSDLength,ContourMeanArea,ContourSDArea,ContourCount,AsymmetryV,AsymmetryH,KPMeanSize,KPSDSize,KPMeanStrength,KPSDStrength,KPMeanAngle,KPSDAngle,KPCount
1,SGT,Urban,Male,Prefer not to answer,White,21,1003.0,100.0,2.0,11.0,1850.0,-0.1,SGT_IGT,2.0,0,1,0,1.0,2.4,4.06,3.16,81.90491520833334,39.549595381055504,138.96887720833334,67.87176632027095,60.555748666666666,38.48448286545619,7.367519426345825,0.11376574999999997,119.74326754997374,53.588944116420414,1163.26,88.37038717229548,249.999045763487,29.80662231629093,185.43621144933505,1186.24,50.23678133333334,79.16731033333333,3.9379938643406316,5.342411809577806,0.029330330137286264,0.014111560382346821,183.99569934175514,104.24305347646748,3321.78
1,SGT,Urban,Male,Prefer not to answer,White,21,663.0,-650.0,2.0,12.0,1200.0,-0.1,SGT_IGT,2.0,0,1,0,1.0,2.4,4.06,3.16,81.90491520833334,39.549595381055504,138.96887720833334,67.87176632027095,60.555748666666666,38.48448286545619,7.367519426345825,0.11376574999999997,119.74326754997374,53.588944116420414,1163.26,88.37038717229548,249.999045763487,29.80662231629093,185.43621144933505,1186.24,50.23678133333334,79.16731033333333,3.9379938643406316,5.342411809577806,0.029330330137286264,0.014111560382346821,183.99569934175514,104.24305347646748,3321.78
1,SGT,Urban,Male,Prefer not to answer,White,21,1015.0,-100.0,4.0,13.0,1100.0,-0.1,SGT_IGT,2.0,1,0,0,1.0,2.4,4.06,3.16,81.90491520833334,39.549595381055504,138.96887720833334,67.87176632027095,60.555748666666666,38.48448286545619,7.367519426345825,0.11376574999999997,119.74326754997374,53.588944116420414,1163.26,88.37038717229548,249.999045763487,29.80662231629093,185.43621144933505,1186.24,50.23678133333334,79.16731033333333,3.9379938643406316,5.342411809577806,0.029330330137286264,0.014111560382346821,183.99569934175514,104.24305347646748,3321.78
1,SGT,Urban,Male,Prefer not to answer,White,21,622.0,-200.0,3.0,14.0,900.0,-0.1,SGT_IGT,2.0,1,0,1,1.0,2.4,4.06,3.16,81.90491520833334,39.549595381055504,138.96887720833334,67.87176632027095,60.555748666666666,38.48448286545619,7.367519426345825,0.11376574999999997,119.74326754997374,53.588944116420414,1163.26,88.37038717229548,249.999045763487,29.80662231629093,185.43621144933505,1186.24,50.23678133333334,79.16731033333333,3.9379938643406316,5.342411809577806,0.029330330137286264,0.014111560382346821,183.99569934175514,104.24305347646748,3321.78
1,SGT,Urban,Male,Prefer not to answer,White,21,955.0,100.0,2.0,15.0,1000.0,-0.1,SGT_IGT,2.0,0,1,0,1.0,2.4,4.06,3.16,81.90491520833334,39.549595381055504,138.96887720833334,67.87176632027095,60.555748666666666,38.48448286545619,7.367519426345825,0.11376574999999997,119.74326754997374,53.588944116420414,1163.26,88.37038717229548,249.999045763487,29.80662231629093,185.43621144933505,1186.24,50.23678133333334,79.16731033333333,3.9379938643406316,5.342411809577806,0.029330330137286264,0.014111560382346821,183.99569934175514,104.24305347646748,3321.78
1,SGT,Urban,Male,Prefer not to answer,White,21,392.0,100.0,2.0,16.0,1100.0,-0.1,SGT_IGT,2.0,0,1,0,1.0,2.4,4.06,3.16,81.90491520833334,39.549595381055504,138.96887720833334,67.87176632027095,60.555748666666666,38.48448286545619,7.367519426345825,0.11376574999999997,119.74326754997374,53.588944116420414,1163.26,88.37038717229548,249.999045763487,29.80662231629093,185.43621144933505,1186.24,50.23678133333334,79.16731033333333,3.9379938643406316,5.342411809577806,0.029330330137286264,0.014111560382346821,183.99569934175514,104.24305347646748,3321.78
1,SGT,Urban,Male,Prefer not to answer,White,21,453.0,200.0,1.0,17.0,1300.0,-0.1,SGT_IGT,2.0,0,1,1,1.0,2.4,4.06,3.16,81.90491520833334,39.549595381055504,138.96887720833334,67.87176632027095,60.555748666666666,38.48448286545619,7.367519426345825,0.11376574999999997,119.74326754997374,53.588944116420414,1163.26,88.37038717229548,249.999045763487,29.80662231629093,185.43621144933505,1186.24,50.23678133333334,79.16731033333333,3.9379938643406316,5.342411809577806,0.029330330137286264,0.014111560382346821,183.99569934175514,104.24305347646748,3321.78
1,SGT,Urban,Male,Prefer not to answer,White,21,1150.0,200.0,1.0,18.0,1500.0,-0.1,SGT_IGT,2.0,0,1,1,1.0,2.4,4.06,3.16,81.90491520833334,39.549595381055504,138.96887720833334,67.87176632027095,60.555748666666666,38.48448286545619,7.367519426345825,0.11376574999999997,119.74326754997374,53.588944116420414,1163.26,88.37038717229548,249.999045763487,29.80662231629093,185.43621144933505,1186.24,50.23678133333334,79.16731033333333,3.9379938643406316,5.342411809577806,0.029330330137286264,0.014111560382346821,183.99569934175514,104.24305347646748,3321.78
1,SGT,Urban,Male,Prefer not to answer,White,21,506.0,100.0,2.0,19.0,1600.0,-0.1,SGT_IGT,2.0,0,1,0,1.0,2.4,4.06,3.16,81.90491520833334,39.549595381055504,138.96887720833334,67.87176632027095,60.555748666666666,38.48448286545619,7.367519426345825,0.11376574999999997,119.74326754997374,53.588944116420414,1163.26,88.37038717229548,249.999045763487,29.80662231629093,185.43621144933505,1186.24,50.23678133333334,79.16731033333333,3.9379938643406316,5.342411809577806,0.029330330137286264,0.014111560382346821,183.99569934175514,104.24305347646748,3321.78
1,SGT,Urban,Male,Prefer not to answer,White,21,458.0,100.0,2.0,20.0,1700.0,-0.1,SGT_IGT,2.0,0,1,0,1.0,2.4,4.06,3.16,81.90491520833334,39.549595381055504,138.96887720833334,67.87176632027095,60.555748666666666,38.48448286545619,7.367519426345825,0.11376574999999997,119.74326754997374,53.588944116420414,1163.26,88.37038717229548,249.999045763487,29.80662231629093,185.43621144933505,1186.24,50.23678133333334,79.16731033333333,3.9379938643406316,5.342411809577806,0.029330330137286264,0.014111560382346821,183.99569934175514,104.24305347646748,3321.78
1,SGT,Urban,Male,Prefer not to answer,White,21,435.0,200.0,1.0,21.0,1900.0,-0.1,SGT_IGT,3.0,0,1,1,1.0,2.4,4.06,3.16,81.90491520833334,39.549595381055504,138.96887720833334,67.87176632027095,60.555748666666666,38.48448286545619,7.367519426345825,0.11376574999999997,119.74326754997374,53.588944116420414,1163.26,88.37038717229548,249.999045763487,29.80662231629093,185.43621144933505,1186.24,50.23678133333334,79.16731033333333,3.9379938643406316,5.342411809577806,0.029330330137286264,0.014111560382346821,183.99569934175514,104.24305347646748,3321.78
1,SGT,Urban,Male,Prefer not to answer,White,21,272.0,200.0,1.0,22.0,2100.0,-0.1,SGT_IGT,3.0,0,1,1,1.0,2.4,4.06,3.16,81.90491520833334,39.549595381055504,138.96887720833334,67.87176632027095,60.555748666666666,38.48448286545619,7.367519426345825,0.11376574999999997,119.74326754997374,53.588944116420414,1163.26,88.37038717229548,249.999045763487,29.80662231629093,185.43621144933505,1186.24,50.23678133333334,79.16731033333333,3.9379938643406316,5.342411809577806,0.029330330137286264,0.014111560382346821,183.99569934175514,104.24305347646748,3321.78
1,SGT,Urban,Male,Prefer not to answer,White,21,469.0,-650.0,2.0,23.0,1450.0,-0.1,SGT_IGT,3.0,0,1,0,1.0,2.4,4.06,3.16,81.90491520833334,39.549595381055504,138.96887720833334,67.87176632027095,60.555748666666666,38.48448286545619,7.367519426345825,0.11376574999999997,119.74326754997374,53.588944116420414,1163.26,88.37038717229548,249.999045763487,29.80662231629093,185.43621144933505,1186.24,50.23678133333334,79.16731033333333,3.9379938643406316,5.342411809577806,0.029330330137286264,0.014111560382346821,183.99569934175514,104.24305347646748,3321.78
1,SGT,Urban,Male,Prefer not to answer,White,21,540.0,-1050.0,1.0,24.0,400.0,-0.1,SGT_IGT,3.0,0,1,1,1.0,2.4,4.06,3.16,81.90491520833334,39.549595381055504,138.96887720833334,67.87176632027095,60.555748666666666,38.48448286545619,7.367519426345825,0.11376574999999997,119.74326754997374,53.588944116420414,1163.26,88.37038717229548,249.999045763487,29.80662231629093,185.43621144933505,1186.24,50.23678133333334,79.16731033333333,3.9379938643406316,5.342411809577806,0.029330330137286264,0.014111560382346821,183.99569934175514,104.24305347646748,3321.78
1,SGT,Urban,Male,Prefer not to answer,White,21,1117.0,-100.0,4.0,25.0,300.0,-0.1,SGT_IGT,3.0,1,0,0,1.0,2.4,4.06,3.16,81.90491520833334,39.549595381055504,138.96887720833334,67.87176632027095,60.555748666666666,38.48448286545619,7.367519426345825,0.11376574999999997,119.74326754997374,53.588944116420414,1163.26,88.37038717229548,249.999045763487,29.80662231629093,185.43621144933505,1186.24,50.23678133333334,79.16731033333333,3.9379938643406316,5.342411809577806,0.029330330137286264,0.014111560382346821,183.99569934175514,104.24305347646748,3321.78
1,SGT,Urban,Male,Prefer not to answer,White,21,453.0,100.0,2.0,26.0,400.0,-0.1,SGT_IGT,3.0,0,1,0,1.0,2.4,4.06,3.16,81.90491520833334,39.549595381055504,138.96887720833334,67.87176632027095,60.555748666666666,38.48448286545619,7.367519426345825,0.11376574999999997,119.74326754997374,53.588944116420414,1163.26,88.37038717229548,249.999045763487,29.80662231629093,185.43621144933505,1186.24,50.23678133333334,79.16731033333333,3.9379938643406316,5.342411809577806,0.029330330137286264,0.014111560382346821,183.99569934175514,104.24305347646748,3321.78
1,SGT,Urban,Male,Prefer not to answer,White,21,479.0,100.0,2.0,27.0,500.0,-0.1,SGT_IGT,3.0,0,1,0,1.0,2.4,4.06,3.16,81.90491520833334,39.549595381055504,138.96887720833334,67.87176632027095,60.555748666666666,38.48448286545619,7.367519426345825,0.11376574999999997,119.74326754997374,53.588944116420414,1163.26,88.37038717229548,249.999045763487,29.80662231629093,185.43621144933505,1186.24,50.23678133333334,79.16731033333333,3.9379938643406316,5.342411809577806,0.029330330137286264,0.014111560382346821,183.99569934175514,104.24305347646748,3321.78
1,SGT,Urban,Male,Prefer not to answer,White,21,777.0,200.0,1.0,28.0,700.0,-0.1,SGT_IGT,3.0,0,1,1,1.0,2.4,4.06,3.16,81.90491520833334,39.549595381055504,138.96887720833334,67.87176632027095,60.555748666666666,38.48448286545619,7.367519426345825,0.11376574999999997,119.74326754997374,53.588944116420414,1163.26,88.37038717229548,249.999045763487,29.80662231629093,185.43621144933505,1186.24,50.23678133333334,79.16731033333333,3.9379938643406316,5.342411809577806,0.029330330137286264,0.014111560382346821,183.99569934175514,104.24305347646748,3321.78
1,SGT,Urban,Male,Prefer not to answer,White,21,552.0,200.0,1.0,29.0,900.0,-0.1,SGT_IGT,3.0,0,1,1,1.0,2.4,4.06,3.16,81.90491520833334,39.549595381055504,138.96887720833334,67.87176632027095,60.555748666666666,38.48448286545619,7.367519426345825,0.11376574999999997,119.74326754997374,53.588944116420414,1163.26,88.37038717229548,249.999045763487,29.80662231629093,185.43621144933505,1186.24,50.23678133333334,79.16731033333333,3.9379938643406316,5.342411809577806,0.029330330137286264,0.014111560382346821,183.99569934175514,104.24305347646748,3321.78
1,SGT,Urban,Male,Prefer not to answer,White,21,616.0,-100.0,4.0,30.0,800.0,-0.1,SGT_IGT,3.0,1,0,0,1.0,2.4,4.06,3.16,81.90491520833334,39.549595381055504,138.96887720833334,67.87176632027095,60.555748666666666,38.48448286545619,7.367519426345825,0.11376574999999997,119.74326754997374,53.588944116420414,1163.26,88.37038717229548,249.999045763487,29.80662231629093,185.43621144933505,1186.24,50.23678133333334,79.16731033333333,3.9379938643406316,5.342411809577806,0.029330330137286264,0.014111560382346821,183.99569934175514,104.24305347646748,3321.78
1,SGT,Urban,Male,Prefer not to answer,White,21,443.0,100.0,2.0,31.0,900.0,-0.1,SGT_IGT,4.0,0,1,0,1.0,2.4,4.06,3.16,81.90491520833334,39.549595381055504,138.96887720833334,67.87176632027095,60.555748666666666,38.48448286545619,7.367519426345825,0.11376574999999997,119.74326754997374,53.588944116420414,1163.26,88.37038717229548,249.999045763487,29.80662231629093,185.43621144933505,1186.24,50.23678133333334,79.16731033333333,3.9379938643406316,5.342411809577806,0.029330330137286264,0.014111560382346821,183.99569934175514,104.24305347646748,3321.78
1,SGT,Urban,Male,Prefer not to answer,White,21,497.0,100.0,2.0,32.0,1000.0,-0.1,SGT_IGT,4.0,0,1,0,1.0,2.4,4.06,3.16,81.90491520833334,39.549595381055504,138.96887720833334,67.87176632027095,60.555748666666666,38.48448286545619,7.367519426345825,0.11376574999999997,119.74326754997374,53.588944116420414,1163.26,88.37038717229548,249.999045763487,29.80662231629093,185.43621144933505,1186.24,50.23678133333334,79.16731033333333,3.9379938643406316,5.342411809577806,0.029330330137286264,0.014111560382346821,183.99569934175514,104.24305347646748,3321.78
1,SGT,Urban,Male,Prefer not to answer,White,21,821.0,200.0,1.0,33.0,1200.0,-0.1,SGT_IGT,4.0,0,1,1,1.0,2.4,4.06,3.16,81.90491520833334,39.549595381055504,138.96887720833334,67.87176632027095,60.555748666666666,38.48448286545619,7.367519426345825,0.11376574999999997,119.74326754997374,53.588944116420414,1163.26,88.37038717229548,249.999045763487,29.80662231629093,185.43621144933505,1186.24,50.23678133333334,79.16731033333333,3.9379938643406316,5.342411809577806,0.029330330137286264,0.014111560382346821,183.99569934175514,104.24305347646748,3321.78
1,SGT,Urban,Male,Prefer not to answer,White,21,832.0,200.0,1.0,34.0,1400.0,-0.1,SGT_IGT,4.0,0,1,1,1.0,2.4,4.06,3.16,81.90491520833334,39.549595381055504,138.96887720833334,67.87176632027095,60.555748666666666,38.48448286545619,7.367519426345825,0.11376574999999997,119.74326754997374,53.588944116420414,1163.26,88.37038717229548,249.999045763487,29.80662231629093,185.43621144933505,1186.24,50.23678133333334,79.16731033333333,3.9379938643406316,5.342411809577806,0.029330330137286264,0.014111560382346821,183.99569934175514,104.24305347646748,3321.78
1,SGT,Urban,Male,Prefer not to answer,White,21,719.0,650.0,4.0,35.0,2050.0,-0.1,SGT_IGT,4.0,1,0,0,1.0,2.4,4.06,3.16,81.90491520833334,39.549595381055504,138.96887720833334,67.87176632027095,60.555748666666666,38.48448286545619,7.367519426345825,0.11376574999999997,119.74326754997374,53.588944116420414,1163.26,88.37038717229548,249.999045763487,29.80662231629093,185.43621144933505,1186.24,50.23678133333334,79.16731033333333,3.9379938643406316,5.342411809577806,0.029330330137286264,0.014111560382346821,183.99569934175514,104.24305347646748,3321.78
1,SGT,Urban,Male,Prefer not to answer,White,21,859.0,-650.0,2.0,36.0,1400.0,-0.1,SGT_IGT,4.0,0,1,0,1.0,2.4,4.06,3.16,81.90491520833334,39.549595381055504,138.96887720833334,67.87176632027095,60.555748666666666,38.48448286545619,7.367519426345825,0.11376574999999997,119.74326754997374,53.588944116420414,1163.26,88.37038717229548,249.999045763487,29.80662231629093,185.43621144933505,1186.24,50.23678133333334,79.16731033333333,3.9379938643406316,5.342411809577806,0.029330330137286264,0.014111560382346821,183.99569934175514,104.24305347646748,3321.78
1,SGT,Urban,Male,Prefer not to answer,White,21,895.0,-200.0,3.0,37.0,1200.0,-0.1,SGT_IGT,4.0,1,0,1,1.0,2.4,4.06,3.16,81.90491520833334,39.549595381055504,138.96887720833334,67.87176632027095,60.555748666666666,38.48448286545619,7.367519426345825,0.11376574999999997,119.74326754997374,53.588944116420414,1163.26,88.37038717229548,249.999045763487,29.80662231629093,185.43621144933505,1186.24,50.23678133333334,79.16731033333333,3.9379938643406316,5.342411809577806,0.029330330137286264,0.014111560382346821,183.99569934175514,104.24305347646748,3321.78
1,SGT,Urban,Male,Prefer not to answer,White,21,1920.0,-1050.0,1.0,38.0,150.0,-0.1,SGT_IGT,4.0,0,1,1,1.0,2.4,4.06,3.16,81.90491520833334,39.549595381055504,138.96887720833334,67.87176632027095,60.555748666666666,38.48448286545619,7.367519426345825,0.11376574999999997,119.74326754997374,53.588944116420414,1163.26,88.37038717229548,249.999045763487,29.80662231629093,185.43621144933505,1186.24,50.23678133333334,79.16731033333333,3.9379938643406316,5.342411809577806,0.029330330137286264,0.014111560382346821,183.99569934175514,104.24305347646748,3321.78
1,SGT,Urban,Male,Prefer not to answer,White,21,1051.0,100.0,2.0,39.0,250.0,-0.1,SGT_IGT,4.0,0,1,0,1.0,2.4,4.06,3.16,81.90491520833334,39.549595381055504,138.96887720833334,67.87176632027095,60.555748666666666,38.48448286545619,7.367519426345825,0.11376574999999997,119.74326754997374,53.588944116420414,1163.26,88.37038717229548,249.999045763487,29.80662231629093,185.43621144933505,1186.24,50.23678133333334,79.16731033333333,3.9379938643406316,5.342411809577806,0.029330330137286264,0.014111560382346821,183.99569934175514,104.24305347646748,3321.78
1,SGT,Urban,Male,Prefer not to answer,White,21,510.0,100.0,2.0,40.0,350.0,-0.1,SGT_IGT,4.0,0,1,0,1.0,2.4,4.06,3.16,81.90491520833334,39.549595381055504,138.96887720833334,67.87176632027095,60.555748666666666,38.48448286545619,7.367519426345825,0.11376574999999997,119.74326754997374,53.588944116420414,1163.26,88.37038717229548,249.999045763487,29.80662231629093,185.43621144933505,1186.24,50.23678133333334,79.16731033333333,3.9379938643406316,5.342411809577806,0.029330330137286264,0.014111560382346821,183.99569934175514,104.24305347646748,3321.78
1,SGT,Urban,Male,Prefer not to answer,White,21,805.0,200.0,1.0,41.0,550.0,-0.1,SGT_IGT,5.0,0,1,1,1.0,2.4,4.06,3.16,81.90491520833334,39.549595381055504,138.96887720833334,67.87176632027095,60.555748666666666,38.48448286545619,7.367519426345825,0.11376574999999997,119.74326754997374,53.588944116420414,1163.26,88.37038717229548,249.999045763487,29.80662231629093,185.43621144933505,1186.24,50.23678133333334,79.16731033333333,3.9379938643406316,5.342411809577806,0.029330330137286264,0.014111560382346821,183.99569934175514,104.24305347646748,3321.78
1,SGT,Urban,Male,Prefer not to answer,White,21,382.0,200.0,1.0,42.0,750.0,-0.1,SGT_IGT,5.0,0,1,1,1.0,2.4,4.06,3.16,81.90491520833334,39.549595381055504,138.96887720833334,67.87176632027095,60.555748666666666,38.48448286545619,7.367519426345825,0.11376574999999997,119.74326754997374,53.588944116420414,1163.26,88.37038717229548,249.999045763487,29.80662231629093,185.43621144933505,1186.24,50.23678133333334,79.16731033333333,3.9379938643406316,5.342411809577806,0.029330330137286264,0.014111560382346821,183.99569934175514,104.24305347646748,3321.78
1,SGT,Urban,Male,Prefer not to answer,White,21,817.0,-100.0,4.0,43.0,650.0,-0.1,SGT_IGT,5.0,1,0,0,1.0,2.4,4.06,3.16,81.90491520833334,39.549595381055504,138.96887720833334,67.87176632027095,60.555748666666666,38.48448286545619,7.367519426345825,0.11376574999999997,119.74326754997374,53.588944116420414,1163.26,88.37038717229548,249.999045763487,29.80662231629093,185.43621144933505,1186.24,50.23678133333334,79.16731033333333,3.9379938643406316,5.342411809577806,0.029330330137286264,0.014111560382346821,183.99569934175514,104.24305347646748,3321.78
1,SGT,Urban,Male,Prefer not to answer,White,21,381.0,-100.0,4.0,44.0,550.0,-0.1,SGT_IGT,5.0,1,0,0,1.0,2.4,4.06,3.16,81.90491520833334,39.549595381055504,138.96887720833334,67.87176632027095,60.555748666666666,38.48448286545619,7.367519426345825,0.11376574999999997,119.74326754997374,53.588944116420414,1163.26,88.37038717229548,249.999045763487,29.80662231629093,185.43621144933505,1186.24,50.23678133333334,79.16731033333333,3.9379938643406316,5.342411809577806,0.029330330137286264,0.014111560382346821,183.99569934175514,104.24305347646748,3321.78
1,SGT,Urban,Male,Prefer not to answer,White,21,722.0,100.0,2.0,45.0,650.0,-0.1,SGT_IGT,5.0,0,1,0,1.0,2.4,4.06,3.16,81.90491520833334,39.549595381055504,138.96887720833334,67.87176632027095,60.555748666666666,38.48448286545619,7.367519426345825,0.11376574999999997,119.74326754997374,53.588944116420414,1163.26,88.37038717229548,249.999045763487,29.80662231629093,185.43621144933505,1186.24,50.23678133333334,79.16731033333333,3.9379938643406316,5.342411809577806,0.029330330137286264,0.014111560382346821,183.99569934175514,104.24305347646748,3321.78
1,SGT,Urban,Male,Prefer not to answer,White,21,402.0,100.0,2.0,46.0,750.0,-0.1,SGT_IGT,5.0,0,1,0,1.0,2.4,4.06,3.16,81.90491520833334,39.549595381055504,138.96887720833334,67.87176632027095,60.555748666666666,38.48448286545619,7.367519426345825,0.11376574999999997,119.74326754997374,53.588944116420414,1163.26,88.37038717229548,249.999045763487,29.80662231629093,185.43621144933505,1186.24,50.23678133333334,79.16731033333333,3.9379938643406316,5.342411809577806,0.029330330137286264,0.014111560382346821,183.99569934175514,104.24305347646748,3321.78
1,SGT,Urban,Male,Prefer not to answer,White,21,458.0,-100.0,4.0,47.0,650.0,-0.1,SGT_IGT,5.0,1,0,0,1.0,2.4,4.06,3.16,81.90491520833334,39.549595381055504,138.96887720833334,67.87176632027095,60.555748666666666,38.48448286545619,7.367519426345825,0.11376574999999997,119.74326754997374,53.588944116420414,1163.26,88.37038717229548,249.999045763487,29.80662231629093,185.43621144933505,1186.24,50.23678133333334,79.16731033333333,3.9379938643406316,5.342411809577806,0.029330330137286264,0.014111560382346821,183.99569934175514,104.24305347646748,3321.78
1,SGT,Urban,Male,Prefer not to answer,White,21,960.0,200.0,1.0,48.0,850.0,-0.1,SGT_IGT,5.0,0,1,1,1.0,2.4,4.06,3.16,81.90491520833334,39.549595381055504,138.96887720833334,67.87176632027095,60.555748666666666,38.48448286545619,7.367519426345825,0.11376574999999997,119.74326754997374,53.588944116420414,1163.26,88.37038717229548,249.999045763487,29.80662231629093,185.43621144933505,1186.24,50.23678133333334,79.16731033333333,3.9379938643406316,5.342411809577806,0.029330330137286264,0.014111560382346821,183.99569934175514,104.24305347646748,3321.78
