Subnum,Task,Condition,Gender,Ethnicity,Race,Age,React,Reward,keyResponse,Trial,Bank,BonusAmount,image_name,naturalness,disorderliness,aesthetic,Block,BestOption,HighFreqOption
1,SGT,Urban,Male,Prefer not to answer,White,21,3685.0,-100.0,4.0,1.0,1900.0,-0.1,,,,,1.0,1,0
1,SGT,Urban,Male,Prefer not to answer,White,21,1107.0,100.0,2.0,2.0,2000.0,-0.1,,,,,1.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,783.0,100.0,2.0,3.0,2100.0,-0.1,,,,,1.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,1470.0,200.0,1.0,4.0,2300.0,-0.1,,,,,1.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,671.0,200.0,1.0,5.0,2500.0,-0.1,,,,,1.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,1033.0,-200.0,3.0,6.0,2300.0,-0.1,,,,,1.0,1,0
1,SGT,Urban,Male,Prefer not to answer,White,21,1208.0,200.0,1.0,7.0,2500.0,-0.1,,,,,1.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,557.0,200.0,1.0,8.0,2700.0,-0.1,,,,,1.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,667.0,-1050.0,1.0,9.0,1650.0,-0.1,,,,,1.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,720.0,100.0,2.0,10.0,1750.0,-0.1,,,,,1.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,1003.0,100.0,2.0,11.0,1850.0,-0.1,,,,,2.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,663.0,-650.0,2.0,12.0,1200.0,-0.1,,,,,2.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,1015.0,-100.0,4.0,13.0,1100.0,-0.1,,,,,2.0,1,0
1,SGT,Urban,Male,Prefer not to answer,White,21,622.0,-200.0,3.0,14.0,900.0,-0.1,,,,,2.0,1,0
1,SGT,Urban,Male,Prefer not to answer,White,21,955.0,100.0,2.0,15.0,1000.0,-0.1,,,,,2.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,392.0,100.0,2.0,16.0,1100.0,-0.1,,,,,2.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,453.0,200.0,1.0,17.0,1300.0,-0.1,,,,,2.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,1150.0,200.0,1.0,18.0,1500.0,-0.1,,,,,2.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,506.0,100.0,2.0,19.0,1600.0,-0.1,,,,,2.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,458.0,100.0,2.0,20.0,1700.0,-0.1,,,,,2.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,435.0,200.0,1.0,21.0,1900.0,-0.1,,,,,3.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,272.0,200.0,1.0,22.0,2100.0,-0.1,,,,,3.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,469.0,-650.0,2.0,23.0,1450.0,-0.1,,,,,3.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,540.0,-1050.0,1.0,24.0,400.0,-0.1,,,,,3.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,1117.0,-100.0,4.0,25.0,300.0,-0.1,,,,,3.0,1,0
1,SGT,Urban,Male,Prefer not to answer,White,21,453.0,100.0,2.0,26.0,400.0,-0.1,,,,,3.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,479.0,100.0,2.0,27.0,500.0,-0.1,,,,,3.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,777.0,200.0,1.0,28.0,700.0,-0.1,,,,,3.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,552.0,200.0,1.0,29.0,900.0,-0.1,,,,,3.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,616.0,-100.0,4.0,30.0,800.0,-0.1,,,,,3.0,1,0
1,SGT,Urban,Male,Prefer not to answer,White,21,443.0,100.0,2.0,31.0,900.0,-0.1,,,,,4.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,497.0,100.0,2.0,32.0,1000.0,-0.1,,,,,4.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,821.0,200.0,1.0,33.0,1200.0,-0.1,,,,,4.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,832.0,200.0,1.0,34.0,1400.0,-0.1,,,,,4.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,719.0,650.0,4.0,35.0,2050.0,-0.1,,,,,4.0,1,0
1,SGT,Urban,Male,Prefer not to answer,White,21,859.0,-650.0,2.0,36.0,1400.0,-0.1,,,,,4.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,895.0,-200.0,3.0,37.0,1200.0,-0.1,,,,,4.0,1,0
1,SGT,Urban,Male,Prefer not to answer,White,21,1920.0,-1050.0,1.0,38.0,150.0,-0.1,,,,,4.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,1051.0,100.0,2.0,39.0,250.0,-0.1,,,,,4.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,510.0,100.0,2.0,40.0,350.0,-0.1,,,,,4.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,805.0,200.0,1.0,41.0,550.0,-0.1,,,,,5.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,382.0,200.0,1.0,42.0,750.0,-0.1,,,,,5.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,817.0,-100.0,4.0,43.0,650.0,-0.1,,,,,5.0,1,0
1,SGT,Urban,Male,Prefer not to answer,White,21,381.0,-100.0,4.0,44.0,550.0,-0.1,,,,,5.0,1,0
1,SGT,Urban,Male,Prefer not to answer,White,21,722.0,100.0,2.0,45.0,650.0,-0.1,,,,,5.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,402.0,100.0,2.0,46.0,750.0,-0.1,,,,,5.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,458.0,-100.0,4.0,47.0,650.0,-0.1,,,,,5.0,1,0
1,SGT,Urban,Male,Prefer not to answer,White,21,960.0,200.0,1.0,48.0,850.0,-0.1,,,,,5.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,18775.0,-100.0,4.0,49.0,750.0,-0.1,,,,,5.0,1,0
1,SGT,Urban,Male,Prefer not to answer,White,21,716.0,650.0,4.0,50.0,1400.0,-0.1,,,,,5.0,1,0
1,SGT,Urban,Male,Prefer not to answer,White,21,687.0,-200.0,3.0,51.0,1200.0,-0.1,,,,,6.0,1,0
1,SGT,Urban,Male,Prefer not to answer,White,21,947.0,-650.0,2.0,52.0,550.0,-0.1,,,,,6.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,423.0,-100.0,4.0,53.0,450.0,-0.1,,,,,6.0,1,0
1,SGT,Urban,Male,Prefer not to answer,White,21,1212.0,100.0,2.0,54.0,550.0,-0.1,,,,,6.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,1436.0,200.0,1.0,55.0,750.0,-0.1,,,,,6.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,393.0,-1050.0,1.0,56.0,-300.0,-0.1,,,,,6.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,1099.0,100.0,2.0,57.0,-200.0,-0.1,,,,,6.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,485.0,100.0,2.0,58.0,-100.0,-0.1,,,,,6.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,851.0,1050.0,3.0,59.0,950.0,-0.1,,,,,6.0,1,0
1,SGT,Urban,Male,Prefer not to answer,White,21,1554.0,-100.0,4.0,60.0,850.0,-0.1,,,,,6.0,1,0
1,SGT,Urban,Male,Prefer not to answer,White,21,541.0,200.0,1.0,61.0,1050.0,-0.1,,,,,7.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,437.0,200.0,1.0,62.0,1250.0,-0.1,,,,,7.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,1092.0,100.0,2.0,63.0,1350.0,-0.1,,,,,7.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,1186.0,-650.0,2.0,64.0,700.0,-0.1,,,,,7.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,1588.0,-100.0,4.0,65.0,600.0,-0.1,,,,,7.0,1,0
1,SGT,Urban,Male,Prefer not to answer,White,21,926.0,200.0,1.0,66.0,800.0,-0.1,,,,,7.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,445.0,-200.0,3.0,67.0,600.0,-0.1,,,,,7.0,1,0
1,SGT,Urban,Male,Prefer not to answer,White,21,766.0,200.0,1.0,68.0,800.0,-0.1,,,,,7.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,375.0,100.0,2.0,69.0,900.0,-0.1,,,,,7.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,1449.0,100.0,2.0,70.0,1000.0,-0.1,,,,,7.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,1338.0,-100.0,4.0,71.0,900.0,-0.1,,,,,8.0,1,0
1,SGT,Urban,Male,Prefer not to answer,White,21,1133.0,-200.0,3.0,72.0,700.0,-0.1,,,,,8.0,1,0
1,SGT,Urban,Male,Prefer not to answer,White,21,613.0,100.0,2.0,73.0,800.0,-0.1,,,,,8.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,408.0,-1050.0,1.0,74.0,-250.0,-0.1,,,,,8.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,842.0,-200.0,3.0,75.0,-450.0,-0.1,,,,,8.0,1,0
1,SGT,Urban,Male,Prefer not to answer,White,21,512.0,650.0,4.0,76.0,200.0,-0.1,,,,,8.0,1,0
1,SGT,Urban,Male,Prefer not to answer,White,21,437.0,100.0,2.0,77.0,300.0,-0.1,,,,,8.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,826.0,200.0,1.0,78.0,500.0,-0.1,,,,,8.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,892.0,200.0,1.0,79.0,700.0,-0.1,,,,,8.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,4904.0,-200.0,3.0,80.0,500.0,-0.1,,,,,8.0,1,0
1,SGT,Urban,Male,Prefer not to answer,White,21,506.0,-650.0,2.0,81.0,-150.0,-0.1,,,,,9.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,494.0,1050.0,3.0,82.0,900.0,-0.1,,,,,9.0,1,0
1,SGT,Urban,Male,Prefer not to answer,White,21,1285.0,-100.0,4.0,83.0,800.0,-0.1,,,,,9.0,1,0
1,SGT,Urban,Male,Prefer not to answer,White,21,338.0,200.0,1.0,84.0,1000.0,-0.1,,,,,9.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,414.0,200.0,1.0,85.0,1200.0,-0.1,,,,,9.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,476.0,100.0,2.0,86.0,1300.0,-0.1,,,,,9.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,505.0,100.0,2.0,87.0,1400.0,-0.1,,,,,9.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,818.0,-1050.0,1.0,88.0,350.0,-0.1,,,,,9.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,1808.0,-100.0,4.0,89.0,250.0,-0.1,,,,,9.0,1,0
1,SGT,Urban,Male,Prefer not to answer,White,21,612.0,-200.0,3.0,90.0,50.0,-0.1,,,,,9.0,1,0
1,SGT,Urban,Male,Prefer not to answer,White,21,449.0,100.0,2.0,91.0,150.0,-0.1,,,,,10.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,354.0,100.0,2.0,92.0,250.0,-0.1,,,,,10.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,654.0,200.0,1.0,93.0,450.0,-0.1,,,,,10.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,1214.0,200.0,1.0,94.0,650.0,-0.1,,,,,10.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,18788.0,-650.0,2.0,95.0,0.0,-0.1,,,,,10.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,1442.0,-200.0,3.0,96.0,-200.0,-0.1,,,,,10.0,1,0
1,SGT,Urban,Male,Prefer not to answer,White,21,375.0,-100.0,4.0,97.0,-300.0,-0.1,,,,,10.0,1,0
1,SGT,Urban,Male,Prefer not to answer,White,21,381.0,-200.0,3.0,98.0,-500.0,-0.1,,,,,10.0,1,0
1,SGT,Urban,Male,Prefer not to answer,White,21,2345.0,200.0,1.0,99.0,-300.0,-0.1,,,,,10.0,0,1
1,SGT,Urban,Male,Prefer not to answer,White,21,494.0,200.0,1.0,100.0,-100.0,-0.1,,,,,10.0,0,1
1,ImageRating,Urban,Male,Prefer not to answer,White,21,,,,,,,MDS158,2.0,6.0,4.0,,0,0
1,ImageRating,Urban,Male,Prefer not to answer,White,21,,,,,,,Urban20,1.0,6.0,2.0,,0,0
1,ImageRating,Urban,Male,Prefer not to answer,White,21,,,,,,,MDS16,1.0,7.0,4.0,,0,0
1,ImageRating,Urban,Male,Prefer not to answer,White,21,,,,,,,Urban29,3.0,5.0,2.0,,0,0
1,ImageRating,Urban,Male,Prefer not to answer,White,21,,,,,,,MDS171,4.0,5.0,5.0,,0,0
1,ImageRating,Urban,Male,Prefer not to answer,White,21,,,,,,,Urban38,1.0,3.0,1.0,,0,0
1,ImageRating,Urban,Male,Prefer not to answer,White,21,,,,,,,Urban28,1.0,3.0,2.0,,0,0
1,ImageRating,Urban,Male,Prefer not to answer,White,21,,,,,,,MDS100,4.0,4.0,3.0,,0,0
1,ImageRating,Urban,Male,Prefer not to answer,White,21,,,,,,,Urban7,2.0,4.0,5.0,,0,0
1,ImageRating,Urban,Male,Prefer not to answer,White,21,,,,,,,MDS111,5.0,5.0,4.0,,0,0
1,ImageRating,Urban,Male,Prefer not to answer,White,21,,,,,,,Urban44,3.0,5.0,4.0,,0,0
1,ImageRating,Urban,Male,Prefer not to answer,White,21,,,,,,,Urban19,1.0,6.0,1.0,,0,0
1,ImageRating,Urban,Male,Prefer not to answer,White,21,,,,,,,MDS129,5.0,4.0,3.0,,0,0
1,ImageRating,Urban,Male,Prefer not to answer,White,21,,,,,,,MDS186,3.0,5.0,4.0,,0,0
1,ImageRating,Urban,Male,Prefer not to answer,White,21,,,,,,,MDS176,5.0,4.0,6.0,,0,0
1,ImageRating,Urban,Male,Prefer not to answer,White,21,,,,,,,Urban27,1.0,4.0,1.0,,0,0
1,ImageRating,Urban,Male,Prefer not to answer,White,21,,,,,,,Urban22,1.0,6.0,1.0,,0,0
1,ImageRating,Urban,Male,Prefer not to answer,White,21,,,,,,,MDS81,3.0,6.0,4.0,,0,0
1,ImageRating,Urban,Male,Prefer not to answer,White,21,,,,,,,MDS138,3.0,3.0,5.0,,0,0
1,ImageRating,Urban,Male,Prefer not to answer,White,21,,,,,,,Urban17,1.0,2.0,1.0,,0,0
1,ImageRating,Urban,Male,Prefer not to answer,White,21,,,,,,,MDS160,5.0,3.0,4.0,,0,0
1,ImageRating,Urban,Male,Prefer not to answer,White,21,,,,,,,MDS196,4.0,4.0,7.0,,0,0
1,ImageRating,Urban,Male,Prefer not to answer,White,21,,,,,,,Urban18,3.0,2.0,2.0,,0,0
1,ImageRating,Urban,Male,Prefer not to answer,White,21,,,,,,,Urban14,2.0,1.0,1.0,,0,0
1,ImageRating,Urban,Male,Prefer not to answer,White,21,,,,,,,MDS188,3.0,4.0,6.0,,0,0
1,ImageRating,Urban,Male,Prefer not to answer,White,21,,,,,,,Urban8,4.0,4.0,4.0,,0,0
1,ImageRating,Urban,Male,Prefer not to answer,White,21,,,,,,,MDS137,4.0,4.0,3.0,,0,0
1,ImageRating,Urban,Male,Prefer not to answer,White,21,,,,,,,Urban5,1.0,1.0,5.0,,0,0
1,ImageRating,Urban,Male,Prefer not to answer,White,21,,,,,,,Urban15,3.0,3.0,2.0,,0,0
1,ImageRating,Urban,Male,Prefer not to answer,White,21,,,,,,,Urban21,1.0,6.0,2.0,,0,0
1,ImageRating,Urban,Male,Prefer not to answer,White,21,,,,,,,Urban11,3.0,3.0,2.0,,0,0
1,ImageRating,Urban,Male,Prefer not to answer,White,21,,,,,,,Urban37,2.0,4.0,5.0,,0,0
1,ImageRating,Urban,Male,Prefer not to answer,White,21,,,,,,,MDS17,2.0,5.0,5.0,,0,0
1,ImageRating,Urban,Male,Prefer not to answer,White,21,,,,,,,Urban41,1.0,4.0,2.0,,0,0
1,ImageRating,Urban,Male,Prefer not to answer,White,21,,,,,,,Urban32,1.0,7.0,2.0,,0,0
1,ImageRating,Urban,Male,Prefer not to answer,White,21,,,,,,,Urban39,4.0,3.0,2.0,,0,0
1,ImageRating,Urban,Male,Prefer not to answer,White,21,,,,,,,Urban34,1.0,1.0,1.0,,0,0
1,ImageRating,Urban,Male,Prefer not to answer,White,21,,,,,,,Urban10,2.0,6.0,1.0,,0,0
1,ImageRating,Urban,Male,Prefer not to answer,White,21,,,,,,,Urban24,1.0,4.0,1.0,,0,0
1,ImageRating,Urban,Male,Prefer not to answer,White,21,,,,,,,Urban50,1.0,3.0,5.0,,0,0
1,ImageRating,Urban,Male,Prefer not to answer,White,21,,,,,,,Urban23,1.0,3.0,2.0,,0,0
1,ImageRating,Urban,Male,Prefer not to answer,White,21,,,,,,,MDS159,2.0,2.0,2.0,,0,0
1,ImageRating,Urban,Male,Prefer not to answer,White,21,,,,,,,Urban16,1.0,5.0,1.0,,0,0
1,ImageRating,Urban,Male,Prefer not to answer,White,21,,,,,,,Urban43,2.0,4.0,3.0,,0,0
1,ImageRating,Urban,Male,Prefer not to answer,White,21,,,,,,,Urban49,1.0,3.0,3.0,,0,0
1,ImageRating,Urban,Male,Prefer not to answer,White,21,,,,,,,MDS49,1.0,7.0,4.0,,0,0
1,ImageRating,Urban,Male,Prefer not to answer,White,21,,,,,,,Urban6,3.0,4.0,6.0,,0,0
1,ImageRating,Urban,Male,Prefer not to answer,White,21,,,,,,,Urban12,4.0,4.0,4.0,,0,0
1,ImageRating,Urban,Male,Prefer not to answer,White,21,,,,,,,Urban4,1.0,2.0,4.0,,0,0
1,ImageRating,Urban,Male,Prefer not to answer,White,21,,,,,,,MDS79,6.0,4.0,5.0,,0,0
1,IGT,Urban,Male,Prefer not to answer,White,21,1465.0,50.0,3.0,1.0,2050.0,1.05,,,,,11.0,1,0
1,IGT,Urban,Male,Prefer not to answer,White,21,448.0,100.0,1.0,2.0,2150.0,1.05,,,,,11.0,0,0
1,IGT,Urban,Male,Prefer not to answer,White,21,507.0,100.0,2.0,3.0,2250.0,1.05,,,,,11.0,0,1
1,IGT,Urban,Male,Prefer not to answer,White,21,766.0,50.0,4.0,4.0,2300.0,1.05,,,,,11.0,1,1
1,IGT,Urban,Male,Prefer not to answer,White,21,616.0,100.0,1.0,5.0,2400.0,1.05,,,,,11.0,0,0
1,IGT,Urban,Male,Prefer not to answer,White,21,1959.0,100.0,2.0,6.0,2500.0,1.05,,,,,11.0,0,1
1,IGT,Urban,Male,Prefer not to answer,White,21,860.0,50.0,3.0,7.0,2550.0,1.05,,,,,11.0,1,0
1,IGT,Urban,Male,Prefer not to answer,White,21,505.0,-50.0,1.0,8.0,2500.0,1.05,,,,,11.0,0,0
1,IGT,Urban,Male,Prefer not to answer,White,21,597.0,50.0,4.0,9.0,2550.0,1.05,,,,,11.0,1,1
1,IGT,Urban,Male,Prefer not to answer,White,21,674.0,0.0,3.0,10.0,2550.0,1.05,,,,,11.0,1,0
1,IGT,Urban,Male,Prefer not to answer,White,21,840.0,50.0,4.0,11.0,2600.0,1.05,,,,,12.0,1,1
1,IGT,Urban,Male,Prefer not to answer,White,21,609.0,50.0,4.0,12.0,2650.0,1.05,,,,,12.0,1,1
1,IGT,Urban,Male,Prefer not to answer,White,21,803.0,100.0,1.0,13.0,2750.0,1.05,,,,,12.0,0,0
1,IGT,Urban,Male,Prefer not to answer,White,21,1175.0,50.0,4.0,14.0,2800.0,1.05,,,,,12.0,1,1
1,IGT,Urban,Male,Prefer not to answer,White,21,2424.0,-200.0,1.0,15.0,2600.0,1.05,,,,,12.0,0,0
1,IGT,Urban,Male,Prefer not to answer,White,21,452.0,50.0,3.0,16.0,2650.0,1.05,,,,,12.0,1,0
1,IGT,Urban,Male,Prefer not to answer,White,21,560.0,100.0,2.0,17.0,2750.0,1.05,,,,,12.0,0,1
1,IGT,Urban,Male,Prefer not to answer,White,21,570.0,50.0,4.0,18.0,2800.0,1.05,,,,,12.0,1,1
1,IGT,Urban,Male,Prefer not to answer,White,21,3148.0,0.0,3.0,19.0,2800.0,1.05,,,,,12.0,1,0
1,IGT,Urban,Male,Prefer not to answer,White,21,2017.0,100.0,1.0,20.0,2900.0,1.05,,,,,12.0,0,0
1,IGT,Urban,Male,Prefer not to answer,White,21,966.0,100.0,2.0,21.0,3000.0,1.05,,,,,13.0,0,1
1,IGT,Urban,Male,Prefer not to answer,White,21,2962.0,100.0,2.0,22.0,3100.0,1.05,,,,,13.0,0,1
1,IGT,Urban,Male,Prefer not to answer,White,21,3594.0,-100.0,1.0,23.0,3000.0,1.05,,,,,13.0,0,0
1,IGT,Urban,Male,Prefer not to answer,White,21,428.0,50.0,3.0,24.0,3050.0,1.05,,,,,13.0,1,0
1,IGT,Urban,Male,Prefer not to answer,White,21,369.0,100.0,2.0,25.0,3150.0,1.05,,,,,13.0,0,1
1,IGT,Urban,Male,Prefer not to answer,White,21,745.0,50.0,4.0,26.0,3200.0,1.05,,,,,13.0,1,1
1,IGT,Urban,Male,Prefer not to answer,White,21,480.0,50.0,4.0,27.0,3250.0,1.05,,,,,13.0,1,1
1,IGT,Urban,Male,Prefer not to answer,White,21,2464.0,50.0,4.0,28.0,3300.0,1.05,,,,,13.0,1,1
1,IGT,Urban,Male,Prefer not to answer,White,21,1005.0,0.0,3.0,29.0,3300.0,1.05,,,,,13.0,1,0
1,IGT,Urban,Male,Prefer not to answer,White,21,1015.0,-200.0,4.0,30.0,3100.0,1.05,,,,,13.0,1,1
1,IGT,Urban,Male,Prefer not to answer,White,21,316.0,100.0,2.0,31.0,3200.0,1.05,,,,,14.0,0,1
1,IGT,Urban,Male,Prefer not to answer,White,21,361.0,100.0,1.0,32.0,3300.0,1.05,,,,,14.0,0,0
1,IGT,Urban,Male,Prefer not to answer,White,21,600.0,100.0,2.0,33.0,3400.0,1.05,,,,,14.0,0,1
1,IGT,Urban,Male,Prefer not to answer,White,21,1030.0,50.0,3.0,34.0,3450.0,1.05,,,,,14.0,1,0
1,IGT,Urban,Male,Prefer not to answer,White,21,698.0,-150.0,1.0,35.0,3300.0,1.05,,,,,14.0,0,0
1,IGT,Urban,Male,Prefer not to answer,White,21,2700.0,-1150.0,2.0,36.0,2150.0,1.05,,,,,14.0,0,1
1,IGT,Urban,Male,Prefer not to answer,White,21,742.0,-250.0,1.0,37.0,1900.0,1.05,,,,,14.0,0,0
1,IGT,Urban,Male,Prefer not to answer,White,21,368.0,0.0,3.0,38.0,1900.0,1.05,,,,,14.0,1,0
1,IGT,Urban,Male,Prefer not to answer,White,21,333.0,50.0,4.0,39.0,1950.0,1.05,,,,,14.0,1,1
1,IGT,Urban,Male,Prefer not to answer,White,21,486.0,50.0,4.0,40.0,2000.0,1.05,,,,,14.0,1,1
1,IGT,Urban,Male,Prefer not to answer,White,21,616.0,0.0,3.0,41.0,2000.0,1.05,,,,,15.0,1,0
1,IGT,Urban,Male,Prefer not to answer,White,21,361.0,50.0,4.0,42.0,2050.0,1.05,,,,,15.0,1,1
1,IGT,Urban,Male,Prefer not to answer,White,21,346.0,50.0,4.0,43.0,2100.0,1.05,,,,,15.0,1,1
1,IGT,Urban,Male,Prefer not to answer,White,21,556.0,100.0,2.0,44.0,2200.0,1.05,,,,,15.0,0,1
1,IGT,Urban,Male,Prefer not to answer,White,21,4133.0,100.0,1.0,45.0,2300.0,1.05,,,,,15.0,0,0
1,IGT,Urban,Male,Prefer not to answer,White,21,3129.0,-250.0,1.0,46.0,2050.0,1.05,,,,,15.0,0,0
1,IGT,Urban,Male,Prefer not to answer,White,21,8126.0,50.0,4.0,47.0,2100.0,1.05,,,,,15.0,1,1
1,IGT,Urban,Male,Prefer not to answer,White,21,13260.0,100.0,1.0,48.0,2200.0,1.05,,,,,15.0,0,0
1,IGT,Urban,Male,Prefer not to answer,White,21,1465.0,100.0,2.0,49.0,2300.0,1.05,,,,,15.0,0,1
1,IGT,Urban,Male,Prefer not to answer,White,21,1043.0,50.0,3.0,50.0,2350.0,1.05,,,,,15.0,1,0
1,IGT,Urban,Male,Prefer not to answer,White,21,904.0,100.0,2.0,51.0,2450.0,1.05,,,,,16.0,0,1
1,IGT,Urban,Male,Prefer not to answer,White,21,1229.0,50.0,4.0,52.0,2500.0,1.05,,,,,16.0,1,1
1,IGT,Urban,Male,Prefer not to answer,White,21,1232.0,50.0,4.0,53.0,2550.0,1.05,,,,,16.0,1,1
1,IGT,Urban,Male,Prefer not to answer,White,21,23412.0,-150.0,1.0,54.0,2400.0,1.05,,,,,16.0,0,0
1,IGT,Urban,Male,Prefer not to answer,White,21,492.0,25.0,3.0,55.0,2425.0,1.05,,,,,16.0,1,0
1,IGT,Urban,Male,Prefer not to answer,White,21,59080.0,-100.0,1.0,56.0,2325.0,1.05,,,,,16.0,0,0
1,IGT,Urban,Male,Prefer not to answer,White,21,28228.0,100.0,2.0,57.0,2425.0,1.05,,,,,16.0,0,1
1,IGT,Urban,Male,Prefer not to answer,White,21,1598.0,50.0,4.0,58.0,2475.0,1.05,,,,,16.0,1,1
1,IGT,Urban,Male,Prefer not to answer,White,21,646.0,100.0,1.0,59.0,2575.0,1.05,,,,,16.0,0,0
1,IGT,Urban,Male,Prefer not to answer,White,21,43993.0,-200.0,1.0,60.0,2375.0,1.05,,,,,16.0,0,0
1,IGT,Urban,Male,Prefer not to answer,White,21,1136.0,50.0,4.0,61.0,2425.0,1.05,,,,,17.0,1,1
1,IGT,Urban,Male,Prefer not to answer,White,21,511.0,-200.0,4.0,62.0,2225.0,1.05,,,,,17.0,1,1
1,IGT,Urban,Male,Prefer not to answer,White,21,429.0,-1150.0,2.0,63.0,1075.0,1.05,,,,,17.0,0,1
1,IGT,Urban,Male,Prefer not to answer,White,21,405.0,-50.0,1.0,64.0,1025.0,1.05,,,,,17.0,0,0
1,IGT,Urban,Male,Prefer not to answer,White,21,100652.0,100.0,1.0,65.0,1125.0,1.05,,,,,17.0,0,0
1,IGT,Urban,Male,Prefer not to answer,White,21,4682.0,-25.0,3.0,66.0,1100.0,1.05,,,,,17.0,1,0
1,IGT,Urban,Male,Prefer not to answer,White,21,366.0,50.0,4.0,67.0,1150.0,1.05,,,,,17.0,1,1
1,IGT,Urban,Male,Prefer not to answer,White,21,1482.0,100.0,2.0,68.0,1250.0,1.05,,,,,17.0,0,1
1,IGT,Urban,Male,Prefer not to answer,White,21,473.0,100.0,1.0,69.0,1350.0,1.05,,,,,17.0,0,0
1,IGT,Urban,Male,Prefer not to answer,White,21,406.0,50.0,4.0,70.0,1400.0,1.05,,,,,17.0,1,1
1,IGT,Urban,Male,Prefer not to answer,White,21,704.0,50.0,3.0,71.0,1450.0,1.05,,,,,18.0,1,0
1,IGT,Urban,Male,Prefer not to answer,White,21,689.0,100.0,1.0,72.0,1550.0,1.05,,,,,18.0,0,0
1,IGT,Urban,Male,Prefer not to answer,White,21,409.0,100.0,2.0,73.0,1650.0,1.05,,,,,18.0,0,1
