,Subnum,naturalness,disorderliness,aesthetic,Hue,SDHue,Bright,SDBright,Saturaton,SDSat,Contrast,Dissimilarity,Homogeneity,Energy,Correlation,MeanTexture,SDTexture,Entropy,EdgeCount,CornerMean,CornerSD,CornerCount,ContourMeanLength,ContourSDLength,ContourMeanArea,ContourSDArea,ContourCount,AsymmetryV,AsymmetryH,KPMeanSize,KPSDSize,KPMeanStrength,KPSDStrength,KPMeanAngle,KPSDAngle,KPCount,sky,grass,plant,water,sea,fence,path,river,bench,pole,building,tree,earth,rock,streetlight,ashcan,table,wall,chair,signboard,stairs,pot,sculpture,sidewalk,railing,road,person,mountain,lake,floor,car,traffic light,Naturalness_PCA,Semantic_PC1
105,108,4.52,3.52,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,109,2.14,4.3,3.52,83.35016404166667,40.191892452979346,136.09895866666668,67.30828797288845,60.99169283333334,38.83108169940304,697.2445337896639,13.569016050535627,0.24684649556200963,0.03831047572848919,0.9092410517542142,121.59169017776374,65.56620575472758,8.78819605972787,0.1229820833333333,120.21600739637447,53.29733643072463,1236.68,84.68319881585637,255.98534659784826,30.13087161397894,226.85342636893628,1320.6,53.31562633333333,77.986952,4.0882903522533045,5.144663237560348,0.029379066937509562,0.0141550623766551,183.65682726050855,104.37230061714874,3673.44,0.177108154296875,0.02126220703125,0.035281982421875,0.0,0.0,0.027562255859375,0.003912353515625,0.0,0.005489501953125,0.000555419921875,0.34537841796875,0.08204833984375,0.01241455078125,0.000113525390625,0.001552734375,0.00161865234375,0.00019287109375,0.01518798828125,0.000794677734375,0.003201904296875,0.0023974609375,0.0027685546875,0.0003271484375,0.077154541015625,0.00130126953125,0.109432373046875,0.002353515625,0.000731201171875,0.0,0.014967041015625,0.029447021484375,0.000897216796875,0.5380441464281116,-1.6140108716048918
107,110,3.34,3.34,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,111,1.74,2.04,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,112,2.9,3.58,3.88,77.13657358333333,39.562495482241786,137.11815462500002,65.43942237999981,63.80521429166666,42.50210661210213,739.3235565641523,14.40845877520035,0.22495030856491802,0.0347788398940336,0.8989510278150448,122.49405468676481,64.04454898560721,8.928028449530922,0.13551287499999998,119.22210735180164,53.41468241138179,1355.02,86.23400964945233,278.1109762389831,30.85655901366126,248.28670362592686,1444.48,52.289947000000005,73.98930816666667,3.8546929783258705,4.974207452469339,0.029114319128308894,0.013748671661966194,182.33395667165976,104.40946830586691,3896.72,0.15628662109375,0.03740966796875,0.03223876953125,0.000565185546875,0.0,0.020357666015625,0.005584716796875,0.000885009765625,0.005255126953125,0.00092529296875,0.34894287109375,0.1035302734375,0.010535888671875,0.0002294921875,0.0023486328125,0.0016748046875,0.000189208984375,0.01568359375,0.001361083984375,0.003355712890625,0.002498779296875,0.001080322265625,3.0517578125e-05,0.087967529296875,0.000888671875,0.101700439453125,0.0009326171875,0.0,0.0,0.01123046875,0.025906982421875,0.000478515625,0.5483583645874682,-1.5245285152193682
110,113,2.46,4.46,4.14,82.83294145833334,41.08150575853071,138.62189833333335,65.16634157719005,61.87992308333333,40.09168071401504,667.3014835767357,13.02580513928672,0.25207709569115816,0.03749741561678109,0.9089422479650954,123.69117986659529,63.63604539761124,8.742274155053412,0.11498979166666663,119.13420801266722,53.48942031784618,1158.76,86.57411169561257,267.30505262647944,27.771126250228544,182.49172846595212,1208.16,50.46459516666667,74.264745,3.8959286163260898,5.148750518757478,0.02914209564567298,0.014151818332450156,184.8306212447077,104.50022797208753,3432.36,0.191148681640625,0.02849609375,0.027332763671875,0.000513916015625,0.0,0.015809326171875,0.000599365234375,0.000885009765625,0.003709716796875,0.00091796875,0.311529541015625,0.087601318359375,0.01056884765625,2.0751953125e-05,0.00226806640625,0.002052001953125,0.0001953125,0.0173388671875,0.00080078125,0.004097900390625,0.002537841796875,0.00279296875,0.000335693359375,0.087178955078125,0.001400146484375,0.128265380859375,0.000443115234375,0.0,0.0,0.01472900390625,0.025352783203125,0.001346435546875,0.5253078326639465,-1.7245064370151502
111,114,1.74,3.74,3.12,81.96657858333334,40.10805609912457,135.291721375,68.8211332165837,62.953605833333334,41.3456772271903,682.8109014784156,13.323337216098885,0.25017540121257825,0.03974386835648088,0.9146042095803751,120.86521440750381,67.28184663610784,8.74788650782001,0.12114891666666663,118.89658795211284,53.74234873876625,1224.5,85.91086175918208,252.79641411197466,29.262833917160478,188.59900117959398,1307.1,52.99672591666666,80.82428458333332,4.147844565438559,5.316279859663004,0.029516933271255878,0.014552497251540411,183.70317824321452,103.73499472905738,3551.5,0.181275634765625,0.028826904296875,0.024835205078125,5.126953125e-05,0.0,0.016153564453125,0.00537841796875,0.0,0.003359375,0.00098876953125,0.3340087890625,0.095220947265625,0.016160888671875,9.27734375e-05,0.002259521484375,0.001170654296875,0.000185546875,0.01615966796875,0.0012255859375,0.0046142578125,0.00207763671875,0.0009375,0.000252685546875,0.0722265625,0.001185302734375,0.11659912109375,0.00119384765625,0.000731201171875,0.0,0.00591552734375,0.036746826171875,0.0013427734375,0.5266530676777534,-1.71283567369912
112,115,5.38,4.36,5.92,54.243045125,27.811035425025402,133.154625625,67.85914696219146,95.33160620833334,55.74920914576306,1186.9044751121767,21.03788780627381,0.16436669856494618,0.03658168806291782,0.8428269173956758,119.88732857251084,64.03702048615733,9.335031589050805,0.23723641666666664,120.49320858250829,53.5423694988637,2130.28,56.86368175480666,293.4915594840336,19.442916152422992,189.9342228132624,3284.4,49.76551775,78.68137608333333,3.41851360981447,3.907059091550059,0.03037634252489817,0.01350152570072375,179.500469123818,101.52665469073322,6226.64,0.1566259765625,0.044073486328125,0.117816162109375,0.059464111328125,0.0173828125,0.000927734375,0.005704345703125,0.0089794921875,0.001798095703125,0.000155029296875,0.001343994140625,0.3961572265625,0.083780517578125,0.06509033203125,2.44140625e-05,7.32421875e-06,0.003829345703125,0.0010791015625,0.000172119140625,0.000189208984375,0.0,0.0,0.0,0.0036669921875,1.220703125e-06,2.44140625e-06,1.220703125e-06,0.0168994140625,0.002967529296875,0.0,0.0,0.0,0.9143572986927317,1.6507433815282375
113,116,3.3,3.62,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,117,1.2,1.28,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,118,5.78,5.16,5.32,55.041756125,27.622823686621526,135.69064679166667,67.37290211694783,98.62511624999999,54.53846642006423,1020.1089422675861,19.070340706136722,0.1796753337772898,0.03600850895704075,0.8589936717503707,121.32637015694492,63.308038780537714,9.200953303657766,0.2204760833333333,117.04659481716945,51.63124496762335,2021.86,59.25300151735723,291.81958063457586,19.729450847166248,185.57777413318135,2951.66,46.882936083333334,79.52609591666668,3.4335944401744722,3.975138108439633,0.029195622708306557,0.012955025995910245,179.23877414115717,101.69206382412598,5705.14,0.173809814453125,0.062481689453125,0.108505859375,0.047965087890625,0.017393798828125,0.000906982421875,0.00719970703125,0.00904541015625,0.002801513671875,3.7841796875e-05,0.001241455078125,0.377362060546875,0.0727880859375,0.055947265625,7.32421875e-06,7.32421875e-06,0.003551025390625,0.00130615234375,1.3427734375e-05,4.150390625e-05,5.9814453125e-05,0.000118408203125,1.220703125e-06,0.003658447265625,0.0,0.00074951171875,1.220703125e-06,0.024732666015625,0.01975341796875,0.0,0.0,0.0,0.9081890602082602,1.597230017179077
116,119,3.1,4.32,4.06,80.41759695833333,39.43972942033174,137.24381916666667,66.62549223486367,61.44597579166667,39.991119050054955,667.2541702195308,13.243359864812831,0.2473272702016776,0.04137526132774994,0.9117038233662766,122.78328849577176,64.58256935327536,8.755693174239873,0.12139049999999997,119.28378981557601,52.83004702816695,1250.16,86.34647661643162,255.40315805236017,29.452279217736127,192.34358547973457,1315.62,52.271445750000005,74.76762391666666,4.143602216217222,5.198538591775413,0.02892577126793925,0.01414129792426708,183.5117033120253,104.42016076290008,3455.86,0.179591064453125,0.028026123046875,0.021998291015625,5.126953125e-05,0.0,0.0260546875,0.00546630859375,0.0,0.00455078125,0.000869140625,0.353099365234375,0.0784130859375,0.010557861328125,0.0002294921875,0.001566162109375,0.002239990234375,0.000196533203125,0.025936279296875,0.001517333984375,0.0032421875,0.000306396484375,0.002630615234375,9.1552734375e-05,0.076219482421875,0.0006591796875,0.10775146484375,0.0010595703125,0.0,0.0,0.01382080078125,0.030640869140625,0.001553955078125,0.5277413831445477,-1.703393849708688
117,120,4.72,3.92,4.22,56.24133991666667,27.992568359358657,135.861865125,66.52792876157743,90.520079875,54.70182431891545,1077.76797765417,19.865087307017134,0.17449423625587404,0.03459762596579344,0.8505000530769887,122.61660500447401,62.92713807077277,9.24701085281979,0.2296703333333333,119.20341241564425,52.67216783647096,2053.18,57.75064719500456,290.0178629096521,19.67097883046803,193.65684035149516,3120.2,46.86412541666667,79.50240658333333,3.4173907098190104,3.9543233889881453,0.02960045446396845,0.01316570269699676,180.1463179922009,101.67526728418642,5976.6,0.169879150390625,0.03730712890625,0.117698974609375,0.057171630859375,0.01467041015625,0.000648193359375,0.008975830078125,0.010711669921875,0.00269287109375,0.0001318359375,0.001585693359375,0.370711669921875,0.085107421875,0.05117919921875,1.220703125e-06,7.32421875e-06,0.0035546875,0.001212158203125,0.000172119140625,0.000189208984375,1.220703125e-06,0.0,0.0,0.003658447265625,1.220703125e-06,0.003446044921875,0.0,0.03087158203125,0.010489501953125,0.0,0.0,0.0,0.9088335549362256,1.602821415969113
118,121,5.92,5.26,3.5,55.22104245833333,28.05617861005757,134.1538775,67.90116101431187,95.16036974999999,56.155224297317964,1142.4027422140969,20.643201973889436,0.1675630951588091,0.038755256436628846,0.8491033438581799,121.25869473599182,64.91724442252463,9.296307933034912,0.23596912499999997,119.72740108995737,52.99647531362504,2097.14,56.22125018814494,294.6011544266703,19.22984788691974,193.0435046943475,3272.2,48.59105158333334,81.30150991666666,3.41351777663133,3.8611307426482195,0.03006052759592805,0.013421933931161001,179.79102221254533,101.6510090363598,6090.6,0.158560791015625,0.032021484375,0.119915771484375,0.058294677734375,0.02103759765625,0.000106201171875,0.0128857421875,0.009481201171875,0.001871337890625,0.000123291015625,0.00118896484375,0.390260009765625,0.08232421875,0.04865478515625,1.8310546875e-05,2.44140625e-06,0.00029052734375,0.00031982421875,0.0001806640625,3.662109375e-06,5.9814453125e-05,0.000118408203125,1.220703125e-06,8.544921875e-06,1.220703125e-06,0.000751953125,1.220703125e-06,0.028970947265625,0.010322265625,0.0,0.0,0.0,0.918086170567171,1.6830936999749957
119,122,3.82,4.26,4.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,123,2.28,3.78,3.84,81.87860008333332,40.8256378630045,137.90308808333333,66.25356139018481,65.89847383333334,41.488681923453896,650.4051181278212,12.91436730107931,0.25103878215022213,0.03510164660800072,0.910336496867263,121.8253708337766,64.07025846912387,8.725912981678368,0.11629999999999997,120.24678533117884,52.96208647682599,1208.84,85.56891567468197,250.12644572023245,29.571998495189032,205.71209906392812,1228.68,51.669580749999994,74.25103641666666,4.108629440768116,5.21164175835877,0.0291007724328287,0.014165969677864949,183.70636089289022,104.87243701157384,3428.48,0.196375732421875,0.023763427734375,0.01808837890625,5.126953125e-05,0.0,0.023387451171875,0.00154052734375,0.0,0.0033837890625,0.000992431640625,0.34601318359375,0.08015869140625,0.009818115234375,0.00013671875,0.002371826171875,0.00117919921875,0.00015380859375,0.022244873046875,0.001429443359375,0.00358154296875,0.000570068359375,0.0007763671875,1.220703125e-05,0.068037109375,0.000966796875,0.11415283203125,0.002509765625,0.000731201171875,0.0,0.0123974609375,0.03334716796875,0.00056640625,0.5251746256454574,-1.7256620920262562
121,124,2.42,4.74,4.26,81.726478625,41.98446637203347,137.052964125,67.41343476894106,63.92545708333333,41.39956928727063,685.3381731819119,13.347862767243885,0.24148588938393725,0.03645318339592437,0.9102669563411943,121.72755858691171,65.60150080521423,8.7926970757908,0.11770024999999996,121.2013737296435,54.00868285034734,1218.94,82.85138035912959,247.3106229704728,29.32190464348716,211.02112300853597,1244.88,52.14828775,76.78006458333333,4.112461165022506,5.192693239944943,0.02972308512681798,0.014507159705702283,183.73034183542805,104.34339420560835,3559.6,0.172593994140625,0.023427734375,0.031402587890625,0.000565185546875,0.0,0.02205078125,0.0013427734375,0.000885009765625,0.006317138671875,0.000745849609375,0.335775146484375,0.0891845703125,0.009891357421875,5.126953125e-05,0.0022607421875,0.002073974609375,5.37109375e-05,0.0115234375,0.0013623046875,0.003018798828125,0.000582275390625,0.00215576171875,0.000303955078125,0.095777587890625,0.00142578125,0.1058349609375,0.002486572265625,0.000731201171875,0.0,0.016817626953125,0.026138916015625,0.001339111328125,0.5265157495431783,-1.714026995238611
122,125,5.68,4.7,4.68,56.05609041666666,28.76280837977603,133.02662420833332,67.35480724081927,96.06521333333335,54.20909529825952,1067.385189777774,19.42920438664003,0.17047281637001085,0.03286017292363582,0.8546092269781096,118.8128425009414,63.218731757325195,9.2508576431761,0.2200099583333333,117.79937593636693,52.331514277290616,2024.2,58.80469154889687,266.3480125757682,19.068147451222746,163.25795872228457,3007.26,47.39047775,78.41164275,3.408795297265287,3.8919289403407835,0.029729232045867145,0.013663295103311258,179.78827309559824,101.49335966010126,5969.34,0.16603271484375,0.045556640625,0.100035400390625,0.051820068359375,0.027803955078125,0.0004248046875,0.009088134765625,0.00903076171875,0.003077392578125,0.00013916015625,0.001202392578125,0.380960693359375,0.08719482421875,0.05290283203125,7.32421875e-06,7.32421875e-06,0.0035546875,0.00023681640625,0.000172119140625,3.7841796875e-05,0.0,0.0,0.0,0.0036669921875,1.220703125e-06,0.000751953125,1.220703125e-06,0.021158447265625,0.0123388671875,0.0,0.0,0.0,0.9108429268817564,1.6202539865976433
123,126,3.0,3.78,4.3,76.9863865,39.84903513978234,137.527045875,66.31945447150142,61.77102120833333,42.056864660148285,712.6771582928839,13.999323005534968,0.22627012167069865,0.034598154549956066,0.9054019060317217,123.451677884145,65.24390065943477,8.885889853952506,0.129464375,120.27274274387334,54.121243321157934,1301.48,84.26997484032721,273.2717029641667,30.33534932513646,243.74028604181984,1396.42,52.529835000000006,76.43140583333334,3.8781371186295432,5.195816668031716,0.029273659895193066,0.01381265824979549,183.0406918134348,103.89915810770054,3671.82,0.160758056640625,0.029744873046875,0.032120361328125,0.000513916015625,0.0,0.029542236328125,0.00448974609375,0.000885009765625,0.0072802734375,0.000546875,0.316876220703125,0.1004833984375,0.01351806640625,6.2255859375e-05,0.002178955078125,0.0017724609375,0.000203857421875,0.019774169921875,0.00140869140625,0.00204345703125,0.000654296875,0.002667236328125,0.00030517578125,0.106656494140625,0.001329345703125,0.10494140625,0.001663818359375,0.0,0.0,0.015545654296875,0.01429931640625,0.0007666015625,0.5556983447437949,-1.460849551863792
124,127,3.32,2.86,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,128,1.18,1.9,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,129,2.36,4.0,3.64,79.19535079166666,39.93507929861795,140.70921545833332,65.33421568551348,66.71067820833333,42.81533138272591,715.0153773948831,13.881144658367006,0.24089296280840958,0.03813664383605625,0.8997024420592074,124.66200992646485,63.363505683452175,8.823976609791753,0.12825662499999996,119.18750444154192,52.862645583026236,1264.14,85.509175035179,274.96317729586667,30.33122926339267,231.94509634493784,1354.58,50.583423999999994,72.98318866666666,4.064058392836631,5.076626660575741,0.029424201097894332,0.014229305956259491,182.734796357947,104.33619314756339,3733.34,0.189208984375,0.033802490234375,0.031004638671875,0.000565185546875,0.0,0.0183837890625,0.002940673828125,0.000885009765625,0.007371826171875,0.000789794921875,0.3490576171875,0.086429443359375,0.00824951171875,0.00018798828125,0.001427001953125,0.0002001953125,1.8310546875e-05,0.01434326171875,0.001279296875,0.0026708984375,0.0025830078125,0.002408447265625,0.000115966796875,0.077655029296875,0.000887451171875,0.1086474609375,0.001934814453125,0.000731201171875,0.0,0.01068359375,0.02472900390625,0.001287841796875,0.5446912432780148,-1.5563431085168526
127,130,3.98,3.84,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,131,2.22,2.38,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,132,4.42,4.1,4.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,133,4.66,4.44,4.38,55.87308616666666,27.694852268385393,135.56142362499997,67.47719244315364,99.31660104166667,54.944938575358925,1014.7458073825302,19.033280883024712,0.17628981247563044,0.0329469878340283,0.8566232899163759,120.69533317072435,63.17798913083597,9.226844611415281,0.21938454166666663,116.34946147895069,52.15345785953181,1988.22,58.648211553364334,283.9542732848628,19.482264785356747,180.07818896794504,2946.34,47.08922741666666,78.41938175,3.4257659133701606,3.924547171225967,0.0297331320599018,0.013455622703651247,179.69317300094994,101.46284031998755,5898.1,0.17192626953125,0.04449462890625,0.110751953125,0.0558447265625,0.01947509765625,0.00011474609375,0.011553955078125,0.010484619140625,0.0030419921875,0.0001220703125,0.001627197265625,0.35303466796875,0.091298828125,0.056390380859375,1.8310546875e-05,7.32421875e-06,0.00383544921875,0.000426025390625,0.00018310546875,4.150390625e-05,6.103515625e-05,0.000118408203125,1.220703125e-06,0.003658447265625,0.0,0.000751953125,1.220703125e-06,0.029378662109375,0.020760498046875,0.0,0.0,0.0,0.9120667758684858,1.6308716494685063
131,134,1.8,3.26,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,135,3.72,4.28,4.02,77.26140970833333,42.127085153729986,142.23401929166667,65.30888946033855,60.311553999999994,40.40800768218856,718.1585354745139,13.938810922760036,0.2351767295551932,0.03876998038982389,0.9033734133344106,127.43463990014358,63.21990178173349,8.85729436061999,0.1279949583333333,121.77354061009362,52.85420404222507,1296.22,84.4644786567573,267.8113724696782,30.419313624719052,218.07590697225353,1363.1,52.720032583333335,71.44779325,4.051839012693241,5.175968350016453,0.029210192385948436,0.014052541137242499,182.37247405936944,104.26414217631418,3802.92,0.176983642578125,0.024287109375,0.033250732421875,0.00052001953125,0.0,0.023470458984375,0.004300537109375,0.000885009765625,0.005048828125,0.0008642578125,0.336370849609375,0.088297119140625,0.009444580078125,0.0002294921875,0.001390380859375,0.0022216796875,5.126953125e-05,0.02553955078125,0.001080322265625,0.00286865234375,0.002271728515625,0.002210693359375,0.00033447265625,0.086739501953125,0.000821533203125,0.10068603515625,0.00119384765625,0.000731201171875,0.0,0.01706298828125,0.02081787109375,0.00172607421875,0.5420258593597506,-1.5794669973073954
133,136,5.78,4.64,5.46,57.488868000000004,28.718348403993122,138.31773008333334,66.56401506721394,89.88199116666667,52.769577564103166,1034.853711785524,19.09006579592243,0.1874105344000674,0.03826259242937805,0.8546980626317661,124.43403793665891,62.792749177445664,9.161903150951632,0.2179337083333333,119.17370759897344,51.50446669774118,1983.24,58.208976830664454,265.38693028484244,19.14355239719854,171.14589642298725,2995.5,46.71902333333333,80.43795366666667,3.4251233214352306,3.948902964380977,0.02940956152155387,0.01303834864381234,180.49549745639757,101.59231348313787,5629.26,0.182596435546875,0.047208251953125,0.1118310546875,0.056636962890625,0.032650146484375,0.000916748046875,0.007386474609375,0.003267822265625,0.00292236328125,4.7607421875e-05,0.001199951171875,0.347108154296875,0.07869873046875,0.056253662109375,2.44140625e-05,7.32421875e-06,0.003831787109375,0.001019287109375,2.44140625e-06,3.7841796875e-05,0.0,0.0,0.0,8.544921875e-06,1.220703125e-06,0.003446044921875,1.220703125e-06,0.033409423828125,0.010489501953125,0.0,0.0,0.0,0.9090932551662435,1.6050744794758975
134,137,4.26,2.66,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,138,5.36,5.38,5.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,139,4.4,3.64,4.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,140,3.32,3.26,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,141,5.88,4.74,5.34,55.57224529166667,26.918977306929946,135.532122125,65.26773202340841,95.55819566666668,54.851039400086144,1149.1426552796026,20.65456401623533,0.16761477919012652,0.03187318361647361,0.8345571701680475,121.98282169633367,61.73628198055326,9.319710536941258,0.23229649999999996,119.06690990293943,52.63513363237413,2067.0,57.57270652471302,285.8162893339374,19.620529916189763,184.60123413026045,3185.68,48.589738583333336,77.57096658333334,3.4471690335355105,3.969359984274233,0.03041847048168611,0.013320776255108514,180.69445741898875,102.00082550560386,5976.8,0.1652197265625,0.031884765625,0.14536865234375,0.061783447265625,0.021239013671875,0.00088623046875,0.00869140625,0.0073681640625,0.001585693359375,4.150390625e-05,0.001632080078125,0.352685546875,0.0845361328125,0.051929931640625,2.44140625e-05,7.32421875e-06,0.00382568359375,0.001258544921875,1.3427734375e-05,0.00019287109375,6.103515625e-05,0.000118408203125,1.220703125e-06,0.0,1.220703125e-06,0.003443603515625,1.220703125e-06,0.02152099609375,0.0189013671875,0.0,0.0,0.0,0.9141752160693111,1.6491636997773953
139,142,5.2,5.3,5.4,56.934292875000004,27.589148137809126,134.268362375,67.6796634226501,90.48551908333333,54.28193744445528,1144.8156237552382,20.371635406190904,0.1755897643581608,0.03836636929893617,0.8481436413847823,121.55867170208403,64.48252634262379,9.26078338756574,0.22866520833333331,119.58319824608388,52.971491933813795,2047.12,56.9204133563343,283.38024115840636,19.509633170295523,186.04534198804032,3159.12,48.522300666666666,81.17563616666666,3.429484909829032,4.014376795022018,0.030535301505824654,0.013682455227070683,179.4683759407844,101.88126356419802,5998.44,0.1704345703125,0.05742919921875,0.101646728515625,0.06019287109375,0.017982177734375,0.000948486328125,0.0084765625,0.008939208984375,0.0013037109375,4.150390625e-05,0.00068603515625,0.39394287109375,0.063316650390625,0.04132080078125,2.3193359375e-05,0.0,0.000286865234375,0.00108642578125,0.0,0.0001513671875,1.220703125e-06,0.0,0.0,0.0036669921875,1.220703125e-06,0.003446044921875,0.0,0.034952392578125,0.020755615234375,0.0,0.0,0.0,0.9094084932199066,1.6078093686772243
140,143,4.84,5.36,4.76,53.259579875,27.58990185272774,132.14156291666666,66.64196958517033,94.65283858333333,54.960923057711746,1142.512888749701,20.669128270726155,0.16129605900525287,0.030393185049925955,0.8408264462592334,119.23413697699466,63.1352891776833,9.339195620734737,0.2386699583333333,119.29124347940535,52.978674164179296,2141.34,56.931821435103984,296.5385792645404,19.47081648396556,195.5416506652891,3271.98,50.121739166666664,78.18688316666666,3.409171982528806,3.9723530391121535,0.029819556026226386,0.01339141860627938,179.67061383503707,101.72856859870556,6204.98,0.157137451171875,0.046688232421875,0.102578125,0.045992431640625,0.024361572265625,0.0008935546875,0.013143310546875,0.00956787109375,0.003046875,0.0001611328125,0.00159423828125,0.39641357421875,0.08686767578125,0.043782958984375,2.44140625e-05,7.32421875e-06,0.00383544921875,0.0014013671875,0.00018310546875,4.150390625e-05,6.103515625e-05,0.000118408203125,1.220703125e-06,0.0036669921875,1.220703125e-06,0.00074951171875,1.220703125e-06,0.036766357421875,0.0028564453125,0.0,0.0,0.0,0.9138606944764947,1.6464350263263876
141,144,6.32,4.24,6.32,53.298569916666665,26.582195083062306,134.94701387499998,65.96285642006008,100.372391375,55.54926162621869,1104.6970536288527,20.182005199577485,0.1668745545925675,0.03654616834494384,0.8437997560195433,121.12628634204071,62.42646244674299,9.29168478772104,0.23206287499999997,119.28912458074919,52.58921003402371,2075.72,58.03073069927947,291.7164170305572,19.557675857468826,187.32914683380193,3162.46,47.764876666666666,76.31714133333334,3.42216373149824,3.9360373982862478,0.02981640873324335,0.013489465368322896,179.4999701218617,101.58472878795693,6018.98,0.159521484375,0.05168701171875,0.130224609375,0.057484130859375,0.019937744140625,0.000443115234375,0.011583251953125,0.00965576171875,0.002938232421875,2.9296875e-05,0.000689697265625,0.365537109375,0.0902587890625,0.043258056640625,2.3193359375e-05,4.8828125e-06,0.003831787109375,0.00047119140625,1.3427734375e-05,4.150390625e-05,6.103515625e-05,0.000118408203125,1.220703125e-06,0.003658447265625,0.0,0.000751953125,1.220703125e-06,0.023485107421875,0.012315673828125,0.0,0.0,0.0,0.9157217360344968,1.6625807371663652
142,145,3.14,3.2,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,146,3.72,3.86,4.04,79.32393983333333,39.717661814395086,139.28067575,67.16615949853744,63.64560341666666,42.64947987370792,713.5250651539816,13.844488363971916,0.23829471026661142,0.037372919296298275,0.907864398504187,124.45276532265142,66.13006900543664,8.851508012862324,0.12660012499999998,121.99388377107437,53.861810577913005,1292.94,82.43828373099744,262.528566931894,28.72744555848942,215.96824280093756,1370.44,53.45342975,78.40446324999999,4.130296073176405,5.279093294162227,0.029353384486222642,0.014264739849156292,184.14315527285243,104.42918739899659,3700.78,0.17241943359375,0.02481201171875,0.0283203125,6.103515625e-06,0.0,0.021798095703125,0.0025634765625,0.0,0.0057958984375,0.000975341796875,0.347906494140625,0.09509765625,0.00856689453125,7.2021484375e-05,0.002352294921875,0.001612548828125,0.000198974609375,0.021871337890625,0.00154541015625,0.004632568359375,0.002640380859375,0.0028173828125,0.000118408203125,0.078382568359375,0.001485595703125,0.10608642578125,0.0018994140625,0.000731201171875,0.0,0.013590087890625,0.026119384765625,0.001434326171875,0.517662065178509,-1.7908382985680418
144,147,5.8,5.3,5.72,53.91743354166667,27.13675589223609,135.87015979166665,67.01695547132324,93.230961375,54.57328408705835,1164.6995690434703,20.958408298874225,0.16460309394672273,0.03915946302165302,0.844832362770504,123.36178550834762,64.08926406442123,9.310548697805583,0.23891287499999997,120.80442709549905,53.034984392579894,2142.04,56.89905837334154,308.9035218344706,19.64602391030243,207.52296895176679,3304.86,48.20944866666667,80.669954,3.43756372716585,3.9770421156826012,0.030071204534189003,0.013195788327078638,179.70299409233147,101.7126172961889,6011.76,0.158349609375,0.04529541015625,0.108125,0.04873291015625,0.0144873046875,0.0008935546875,0.011767578125,0.00320068359375,0.00177490234375,0.000146484375,0.001551513671875,0.40976806640625,0.0906201171875,0.04299560546875,7.32421875e-06,2.44140625e-06,9.765625e-06,0.001197509765625,0.000169677734375,0.0001513671875,1.220703125e-06,0.0,0.0,0.0,1.220703125e-06,0.000751953125,1.220703125e-06,0.0349609375,0.0094775390625,0.0,0.0,0.0,0.912984247105558,1.6388312918709405
