participant_id,best_nll,best_initial_guess,best_parameters,best_EV,AIC,BIC,window_id,window_start,window_end
249,12.117747437887246,"[0.10899875398983645, 0.4586649366134192]",[0.00787806 0.9999    ],[ 99.985     100.         50.0000005  50.0050005],28.235494875774492,28.629944030446932,1,1,10
250,12.43620507537166,"[0.6726600741319492, 0.9692141743909201]",[0.00296007 0.9999    ],[9.99999995e+01 9.99999995e+01 5.00050000e-03 5.00000000e+01],28.87241015074332,29.26685930541576,1,1,10
251,8.147867129923945,"[4.996476062686486, 0.4362250585187123]",[4.99647606 0.43622506],[100.         100.          78.18874657  78.18874657],20.29573425984789,20.69018341452033,1,1,10
252,12.476650486004253,"[0.08414503696538261, 0.810474611794037]",[0.0001 0.0001],[50.0050005 50.015     50.        50.       ],28.953300972008506,29.347750126680946,1,1,10
253,11.36952874031194,"[1.239164287139138, 0.055744911563362226]",[4.80074633e+00 1.00000000e-04],[100.        100.         99.9899995  99.9899995],26.73905748062388,27.13350663529632,1,1,10
254,9.534161491043836,"[2.617820808982538, 0.8174134377223001]",[2.61782081 0.81741344],[-22.61201716 100.          59.12932761  59.12932761],23.068322982087672,23.462772136760112,1,1,10
255,8.99000143049482,"[1.336855386914748, 0.1724808864445802]",[4.82518246e+00 1.00981102e-04],[49.99999847 50.02019516 50.         50.        ],21.98000286098964,22.37445201566208,1,1,10
256,12.188967177627234,"[4.52063252789543, 0.7016033090049923]",[4.52063253 0.70160331],[ 100.         -777.00414876  100.          100.        ],28.377934355254467,28.772383509926907,1,1,10
257,11.61360303272367,"[3.340474011445528, 0.8328026164748022]",[3.34047401 0.83280262],[-24.92039397 100.          58.35986868 100.        ],27.22720606544734,27.62165522011978,1,1,10
258,12.476649662054418,"[0.5773215128597419, 0.1969122173490545]",[0.0001 0.0001],[50.0100005 50.0100005 50.        50.       ],28.953299324108837,29.347748478781277,1,1,10
259,8.030084094267563,"[0.9311072576273542, 0.5107447225545905]",[0.93110726 0.51074472],[100.         100.          74.46276337  74.46276337],20.060168188535126,20.454617343207566,1,1,10
260,12.425792975075861,"[3.3013497731816197, 0.02294379364051888]",[0.03462943 0.10299993],[53.77156639 55.14999709 45.38045231 50.        ],28.851585950151723,29.246035104824163,1,1,10
261,10.212402586099655,"[2.988522547522673, 0.38982290813257037]",[4.8309227e+00 1.0000000e-04],[ 99.9849985 100.         99.9899995  99.9899995],24.42480517219931,24.81925432687175,1,1,10
262,9.86218623107177,"[0.6684863606199642, 0.43314703340378785]",[0.03814252 0.64214747],[ 1.38657708 99.18005193 50.         50.        ],23.72437246214354,24.11882161681598,1,1,10
263,9.309554401192804,"[2.38194876665564, 0.8426986290601097]",[0.03142311 0.9999    ],[-49.9849985 100.         50.         50.       ],22.619108802385608,23.013557957058048,1,1,10
264,8.334498520660194,"[0.06722388375903439, 0.13707756151581763]",[0.29712808 0.10663468],[53.86213374 60.09492131 44.66826541 50.        ],20.668997041320388,21.063446195992828,1,1,10
265,8.147867129923945,"[3.183167894035747, 0.2799014127746695]",[3.18316789 0.27990141],[ 58.01478658 100.          75.92709805  75.92709805],20.29573425984789,20.69018341452033,1,1,10
266,12.476649936792223,"[0.2749393332474941, 0.5658381530466456]",[0.0001 0.0001],[100.       100.       100.        99.980001],28.953299873584445,29.347749028256885,1,1,10
267,12.188967177627234,"[0.24996767671673334, 0.8642615854108359]",[0.24996768 0.86426159],[ 100.         -980.32699426  100.          100.        ],28.377934355254467,28.772383509926907,1,1,10
268,12.330461941281618,"[0.06917003033772712, 0.11550786446832563]",[3.55199397e+00 1.00000000e-04],[100.        100.         99.9949995  99.985    ],28.660923882563235,29.055373037235675,1,1,10
269,10.36787917417283,"[2.45260318499069, 0.014705289205262538]",[4.99995712e+00 1.33013872e-04],[100.         100.          99.99334881  99.9866985 ],24.73575834834566,25.1302075030181,1,1,10
270,10.4503533044908,"[1.6715576199354656, 0.07001152280161521]",[4.9367514e+00 1.0000000e-04],[ 99.9849985 100.         99.9899995  99.9899995],24.9007066089816,25.29515576365404,1,1,10
271,11.926175756376725,"[0.010004089483794587, 0.2883872546080258]",[0.00918146 0.9999    ],[-4.99849985e+01  9.99999995e+01  5.00050000e-03  5.00000000e+01],27.85235151275345,28.24680066742589,1,1,10
272,12.35321461321932,"[0.2421570316871875, 0.7417647537597887]",[0.00614773 0.77342205],[-16.59490626  88.67110275  50.          50.        ],28.70642922643864,29.10087838111108,1,1,10
273,12.230582250937736,"[0.6523743363484487, 0.2586537917630477]",[3.7332192e+00 1.0000000e-04],[ 99.985     100.         99.9949995  99.9899995],28.461164501875473,28.855613656547913,1,1,10
274,12.476649936709018,"[0.7581272196253591, 0.33140501790911425]",[0.0001 0.0001],[50.0100005 50.0100005 49.9949995 50.       ],28.953299873418036,29.347749028090476,1,1,10
275,10.023176287355813,"[0.6225974699514943, 0.4795252947022342]",[0.07130623 0.28230816],[39.17028321 81.51650833 50.         50.        ],24.046352574711626,24.440801729384066,1,1,10
276,10.441608384839412,"[0.026212449883949943, 0.022834046060783666]",[5.00000000e+00 1.16476756e-04],[49.97669994 50.         50.         50.        ],24.883216769678825,25.277665924351265,1,1,10
277,12.47664938753736,"[1.034676200039726, 0.23265533579043218]",[0.0001 0.0001],[49.9999985 50.0050005 49.9949995 50.       ],28.95329877507472,29.34774792974716,1,1,10
278,12.476650760672237,"[3.9679839810443185, 0.006457006923649678]",[0.0001 0.0001],[50.0100005 50.0100005 49.9949995 50.       ],28.953301521344475,29.347750676016915,1,1,10
279,12.358264148512404,"[4.433370921564891, 0.348890406365166]",[3.3397935e+00 1.0000000e-04],[ 99.985     100.         99.9899995  99.9899995],28.71652829702481,29.11097745169725,1,1,10
280,11.32592096027189,"[4.301702903234746, 0.7241278252863845]",[4.3017029  0.72412783],[50.         50.         13.79360824 50.        ],26.65184192054378,27.04629107521622,1,1,10
281,10.735289715926383,"[0.34824479329744756, 0.9205488874331412]",[0.0246116 0.9999   ],[ 99.9999995 100.         50.         50.       ],25.470579431852766,25.865028586525206,1,1,10
282,11.23370854329128,"[0.3840478935359585, 0.230749241993521]",[0.02364379 0.93847855],[99.81075564 99.99928373 50.         50.        ],26.46741708658256,26.861866241255,1,1,10
283,12.40328873871825,"[0.09125454169355603, 0.3322780489858448]",[3.11124123e+00 1.00000000e-04],[ 99.985     100.         99.9899995  99.9899995],28.8065774774365,29.201026632108942,1,1,10
284,8.873225758769976,"[2.4863780167376004, 0.6065845964023822]",[2.4863086  0.60656766],[  9.01484956 100.          57.73944993  57.73944993],21.746451517539953,22.140900672212393,1,1,10
285,11.763785960386139,"[1.2098057347289888, 0.8209279089585886]",[0.01696364 0.9999    ],[ 99.9999995 100.         50.         50.       ],27.527571920772278,27.922021075444718,1,1,10
286,12.013274714752912,"[1.46740876242124, 0.844835702559378]",[0.0117391 0.9999   ],[-49.9849985 100.         50.         50.       ],28.026549429505824,28.420998584178264,1,1,10
287,8.753075676078003,"[1.3095357093277973, 0.8683093949094585]",[0.0327843 0.9999   ],[-49.9849985 100.         50.         50.       ],21.506151352156007,21.900600506828447,1,1,10
288,4.969813299576,"[2.9822569517557547, 0.060763392819728555]",[2.98225695 0.06076339],[ 90.88548958 100.          96.96182986  96.96182986],13.939626599152,14.33407575382444,1,1,10
289,10.217742463282791,"[0.7187711014737608, 0.21751304083650533]",[0.02400715 0.9999    ],[-49.9849985 100.         50.0050005  50.       ],24.435484926565582,24.829934081238022,1,1,10
290,12.418578266406609,"[0.26856275933693985, 0.7076251961336564]",[0.00288619 0.9999    ],[ 99.985     100.         50.0000005  50.0050005],28.837156532813218,29.231605687485658,1,1,10
291,7.582070157366136,"[0.37170652879757504, 0.18857705968977959]",[4.69305191e+00 1.00000000e-04],[50.0050005 50.0299955 50.        50.       ],19.164140314732272,19.558589469404712,1,1,10
292,11.068670927689235,"[0.933931829336214, 0.29055750914662326]",[0.01598807 0.9999    ],[-4.99849985e+01  1.00000000e+02  5.00050005e-03  5.00050005e+01],26.13734185537847,26.53179101005091,1,1,10
293,5.545177444479562,"[4.359369600414831, 0.45590704789268643]",[4.3593696  0.45590705],[50.         97.61583962 50.         50.        ],15.090354888959125,15.484804043631563,1,1,10
294,12.476650073988136,"[1.236094345920071, 0.2067228614236018]",[0.0001 0.0001],[49.9999985 50.0100005 50.        50.       ],28.95330014797627,29.34774930264871,1,1,10
295,5.2574953720277815,"[0.09569046703526679, 0.2362672642668462]",[1.68778367 0.48416648],[ 27.37502657 100.          75.79167552  75.79167552],14.514990744055563,14.909439898728003,1,1,10
296,12.186075919412254,"[1.4127253274438114, 0.11323362902984303]",[3.85223619e+00 1.00000000e-04],[ 99.9849985 100.         99.9899995  99.9899995],28.372151838824507,28.766600993496947,1,1,10
297,7.049254841255836,"[1.9352158595040425, 0.4121359045571616]",[1.93521586 0.4121359 ],[ 38.17961282 100.          79.39320427  79.39320427],18.098509682511672,18.492958837184112,1,1,10
298,9.416378455387454,"[1.5770553647324732, 0.6612539837268664]",[1.57705536 0.66125398],[100.         100.          66.93730031  66.93730031],22.832756910774908,23.227206065447348,1,1,10
299,12.476651996680056,"[4.424330728113147, 0.12465123892753698]",[0.0001 0.0001],[100.        100.         99.9799995  99.980001 ],28.953303993360112,29.347753148032552,1,1,10
300,5.2574953720277815,"[1.8598210889493418, 0.3806610970850079]",[1.85982109 0.3806611 ],[ 42.90083394 100.          80.96694465  80.96694465],14.514990744055563,14.909439898728003,1,1,10
301,12.476650074001641,"[0.5763576430171525, 0.4271695549314679]",[0.0001 0.0001],[50.0100005 50.0100005 50.        50.       ],28.953300148003283,29.347749302675723,1,1,10
302,10.633472884161943,"[0.13007573679041393, 0.7157710526916878]",[4.90089471e+00 1.00000000e-04],[ 99.9849985 100.         99.9899995  99.9899995],25.266945768323886,25.661394922996326,1,1,10
303,11.887697443675155,"[0.3938556114713718, 0.07656273501524277]",[0.01133205 0.9999    ],[-49.9849985 100.         50.         50.       ],27.77539488735031,28.16984404202275,1,1,10
304,12.459136068535914,"[1.9287545181003882, 0.011517381181551902]",[2.45808085e+00 1.00000000e-04],[50.0050005 50.015     50.        50.       ],28.918272137071828,29.312721291744268,1,1,10
305,9.364262454248438,"[2.604498102444953, 0.4665195751216532]",[2.6044981  0.46651958],[ 30.02206223 100.          76.67402074  64.23006765],22.728524908496876,23.122974063169316,1,1,10
306,11.532006108667728,"[2.1948140571659476, 0.020683846843602506]",[4.65246108e+00 1.00000000e-04],[100.        100.         99.9899995  99.9899995],27.064012217335456,27.458461372007896,1,1,10
307,12.476653919069388,"[0.17197611433350235, 0.9546457576190323]",[0.0001 0.0001],[ 99.9549985 100.         99.9949995  99.9949995],28.953307838138777,29.347756992811217,1,1,10
308,9.52626107060623,"[0.5403184909053431, 0.43745448934739245]",[0.0478586  0.69212268],[95.26057814 99.86168846 50.         50.        ],23.05252214121246,23.4469712958849,1,1,10
309,8.374209138948798,"[3.3434444452455994, 0.0048550542691783855]",[4.99646853e+00 1.44120191e-04],[ 99.97838047 100.          99.99279349  99.98558802],20.748418277897596,21.142867432570036,1,1,10
310,8.147867129923945,"[4.833632145205326, 0.8970508430410571]",[4.83363215 0.89705084],[-34.55762796 100.          55.14745735  55.14745735],20.29573425984789,20.69018341452033,1,1,10
311,8.030084094267563,"[1.2083544424931667, 0.6026380621711261]",[1.20835444 0.60263806],[100.         100.          69.86809639  69.86809639],20.060168188535126,20.454617343207566,1,1,10
312,12.395576273043016,"[1.3583202849477294, 0.21240413354749443]",[0.00722607 0.6227183 ],[92.88292635 97.31485843 50.         50.        ],28.791152546086032,29.185601700758472,1,1,10
313,12.428787970460519,"[0.7899195829198518, 0.01347797474544489]",[3.00934062e+00 1.00000000e-04],[ 99.985     100.        100.         99.9949995],28.857575940921038,29.252025095593478,1,1,10
314,8.433386200313052,"[3.461497033587964, 0.31778236494167644]",[4.89065356e+00 1.00000000e-04],[50.0050005 50.0249975 50.        50.       ],20.866772400626104,21.261221555298544,1,1,10
315,12.394442516707915,"[1.5662797931236652, 0.9615102893901594]",[0.00407506 0.9999    ],[ 99.985     100.         50.0000005  50.0050005],28.78888503341583,29.18333418808827,1,1,10
316,12.453016210593088,"[2.4617696914911895, 0.021566810972230125]",[2.72015015e+00 1.00000000e-04],[ 99.985     100.         99.9899995  99.9899995],28.906032421186175,29.300481575858615,1,1,10
317,5.2574953720277815,"[4.4500952455025535, 0.05219386350064685]",[4.44096811 0.03481362],[ 94.77795611 100.          98.2593187   98.2593187 ],14.514990744055563,14.909439898728003,1,1,10
318,11.990678995908523,"[4.67202696451084, 0.39978572517952815]",[3.77760986e+00 1.00000000e-04],[ 99.985     100.         99.9799995  99.9949995],27.981357991817045,28.375807146489485,1,1,10
319,12.146777182515134,"[0.11415847416019842, 0.7238793164582271]",[3.88709621e+00 1.00000000e-04],[ 99.985     100.         99.9949995  99.9949995],28.293554365030268,28.688003519702708,1,1,10
320,12.476650486044997,"[0.9710164405840097, 0.048411517385145854]",[0.0001 0.0001],[50.0100005 50.0100005 50.        50.       ],28.953300972089995,29.347750126762435,1,1,10
321,8.723231274827508,"[1.0408940770691197, 0.3858460270368706]",[1.04089408 0.38584603],[100.         100.          80.70769815  80.70769815],21.446462549655017,21.840911704327457,1,1,10
322,12.179102559110628,"[0.33910250559547767, 0.35934175617129815]",[4.13265687e+00 1.00000000e-04],[49.9999985 50.0100005 50.        50.       ],28.358205118221257,28.752654272893697,1,1,10
323,6.9308572931669,"[0.6781198536990116, 0.01358741039050013]",[4.9658856e+00 1.0000000e-04],[50.0050005 50.0299955 50.        50.       ],17.8617145863338,18.25616374100624,1,1,10
324,9.128696382935672,"[1.2662026043411614, 0.04094935327215505]",[1.35325191 0.9999    ],[100.        100.         50.0050005  50.0050005],22.257392765871344,22.651841920543784,1,1,10
325,11.316395252243671,"[1.0566004299862344, 0.016281980279775427]",[0.01701088 0.98348448],[-47.52289838  99.99977476  50.          50.        ],26.632790504487343,27.027239659159783,1,1,10
326,9.416378455387454,"[2.896268199237274, 0.10092627379059736]",[2.8962682  0.10092627],[100.         100.          94.95368581  94.95368581],22.832756910774908,23.227206065447348,1,1,10
327,9.651944526700218,"[3.579589022330707, 0.5109461526150506]",[3.57958902 0.51094615],[ 23.35807561 100.          61.95868279  61.95868279],23.303889053400436,23.698338208072876,1,1,10
328,12.40054856190256,"[2.3540770107428033, 0.9921233458522596]",[0.0037533 0.9999   ],[-49.9849985  99.9999995  50.         50.       ],28.80109712380512,29.19554627847756,1,1,10
329,12.476653644401289,"[0.7881197375613763, 0.09255157513649047]",[0.0001 0.0001],[ 99.9549985 100.         99.9949995  99.9949995],28.953307288802577,29.347756443475017,1,1,10
330,12.303883684041885,"[0.39332303450576794, 0.5774514378460067]",[3.67604166e+00 1.00000000e-04],[ 99.9849985 100.         99.9899995  99.9899995],28.60776736808377,29.00221652275621,1,1,10
331,9.128696382935672,"[3.6091259185643776, 0.278308017264079]",[3.60912592 0.27830802],[100.         100.          86.08459864  86.08459864],22.257392765871344,22.651841920543784,1,1,10
332,12.47664979938851,"[0.39019251175421227, 0.5478291366609948]",[0.0001 0.0001],[50.0100005 50.0100005 50.        50.       ],28.95329959877702,29.34774875344946,1,1,10
333,12.029559986678938,"[4.790214697739557, 0.016568594226957584]",[4.21194811e+00 1.00000000e-04],[49.979996  50.0050005 50.        50.       ],28.059119973357877,28.453569128030317,1,1,10
334,11.489021607615197,"[0.22627643937400221, 0.22700090830404152]",[0.01326637 0.9999    ],[-49.9849985  99.9999995  50.         50.       ],26.978043215230393,27.372492369902833,1,1,10
335,12.476659550152682,"[0.7755272987963514, 0.0019104161919131814]",[0.0001 0.0001],[100.         99.8749875 100.        100.       ],28.953319100305364,29.347768254977805,1,1,10
336,12.476649387413124,"[0.1014956801787505, 0.4563580906025469]",[0.0001 0.0001],[50.0050005 50.        50.        50.       ],28.953298774826248,29.347747929498688,1,1,10
337,11.622436748461956,"[0.3322544842665786, 0.1544762389330811]",[0.01917103 0.9999    ],[-49.9849985  99.9949995  50.         50.       ],27.244873496923912,27.639322651596352,1,1,10
338,11.66584262431358,"[1.3949187647295016, 0.032446424082938706]",[0.01978238 0.9999    ],[ 99.9999995 100.         50.         50.       ],27.33168524862716,27.7261344032996,1,1,10
339,12.245905910804584,"[2.227160410285591, 0.016824541730357592]",[3.63311973e+00 1.00000000e-04],[ 99.985     100.         99.9899995  99.9899995],28.49181182160917,28.88626097628161,1,1,10
340,12.351436152080133,"[0.7075158543752555, 0.9599895074201276]",[0.00617192 0.9999    ],[9.99999995e+01 1.00000000e+02 5.00050000e-03 5.00000000e+01],28.702872304160266,29.097321458832706,1,1,10
341,11.94522041449931,"[0.9037588258825802, 0.017625850181453614]",[4.16680553e+00 1.00000000e-04],[ 99.9849985 100.         99.9899995  99.9899995],27.89044082899862,28.28488998367106,1,1,10
342,11.843309926387963,"[0.3274963103759881, 0.80510582980466]",[0.01590598 0.9999    ],[100.        100.         50.0050005  50.       ],27.686619852775927,28.081069007448367,1,1,10
343,9.907900289823651,"[0.4564555164346525, 0.4666966073561278]",[0.03782933 0.9999    ],[-49.9849985  99.9949995  50.         50.       ],23.815800579647302,24.210249734319742,1,1,10
344,12.281440758448767,"[0.9430778984139048, 0.8943915100960115]",[0.00718822 0.9999    ],[-49.9849985  99.9999995  50.         50.       ],28.562881516897534,28.957330671569974,1,1,10
345,8.187567484503576,"[0.33183012360622643, 0.7520993473318076]",[0.05743642 0.52157334],[16.28859425 97.38042129 50.         50.        ],20.375134969007153,20.769584123679593,1,1,10
346,5.950642552587727,"[1.8359556282786975, 0.16330184587870197]",[1.83595563 0.16330185],[ 75.50472162 100.          91.83490721  91.83490721],15.901285105175454,16.295734259847894,1,1,10
347,11.988404796656424,"[0.7129857337890276, 0.07124517417824837]",[0.01054839 0.9999    ],[-4.99849985e+01  9.99949995e+01  5.00050000e-03  5.00000000e+01],27.976809593312847,28.371258747985287,1,1,10
348,10.226469130804725,"[0.9018124201613155, 0.09457669172727981]",[4.99901264e+00 1.26436536e-04],[100.         100.          99.99367767  99.98735615],24.45293826160945,24.84738741628189,1,1,10
349,12.428726198163746,"[1.0548753009757241, 0.6609547856447257]",[0.00349774 0.9999    ],[9.99999995e+01 9.99999995e+01 5.00050000e-03 5.00000000e+01],28.857452396327492,29.251901550999932,1,1,10
350,12.476649250079586,"[0.29613867114142706, 0.19953123104206352]",[0.0001 0.0001],[50.004999  50.0100005 50.        50.       ],28.95329850015917,29.34774765483161,1,1,10
351,8.030084094267563,"[4.600110306634795, 0.5266725897535847]",[4.60011031 0.52667259],[100.         100.          73.66637001  73.66637001],20.060168188535126,20.454617343207566,1,1,10
352,12.467429495263998,"[0.9096101236351243, 0.2678205710941276]",[2.51622131e+00 1.00000000e-04],[ 99.985     100.         99.9949995  99.9949995],28.934858990527996,29.329308145200436,1,1,10
353,12.44163871684294,"[0.3104487056585427, 0.506552645708578]",[0.04158652 0.12307989],[100.         100.          93.84600485 100.        ],28.88327743368588,29.27772658835832,1,1,10
354,12.476650486004571,"[0.4941291765259102, 0.9807852566759068]",[0.0001 0.0001],[50.0050005 50.015     49.9949995 50.       ],28.953300972009142,29.347750126681582,1,1,10
